date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,7649,7806,7630,7737,1512443,12.53
2016-07-04,7776,7835,7689,7776,876757,12.54
2016-07-05,7796,7816,7728,7786,700825,12.56
2016-07-06,7747,7747,7572,7602,1238667,12.52
2016-07-07,7649,7757,7620,7737,973550,12.52
2016-07-08,7728,7728,7582,7620,762888,12.48
2016-07-11,7737,7932,7708,7932,2512151,12.57
2016-07-12,7961,8010,7844,7873,1601559,12.5
2016-07-13,8010,8097,7981,8049,2349224,12.55
2016-07-14,8059,8175,8000,8107,1989237,12.56
2016-07-15,8224,8341,8126,8166,2816177,12.56
2016-07-18,8263,8331,8205,8273,1997758,12.53
2016-07-19,8341,8350,8059,8166,1851448,12.54
2016-07-20,8117,8283,8117,8263,1863195,12.49
2016-07-21,8321,8380,8224,8273,1556578,12.47
2016-07-22,8234,8603,8175,8574,3198302,12.54
2016-07-25,8691,8798,8594,8788,3485360,12.56
2016-07-26,8711,8798,8662,8798,2293520,12.48
2016-07-27,8808,8954,8788,8876,2677530,12.54
2016-07-28,8915,8945,8643,8672,2524278,12.48
2016-07-29,8623,8993,8623,8837,3678856,12.51
2016-08-01,8876,8925,8672,8847,2137215,12.44
2016-08-02,8788,8798,8419,8487,3351990,12.33
2016-08-03,8419,8487,8293,8341,2797480,12.23
2016-08-04,8428,8497,8321,8438,1385017,12.2
2016-08-05,8428,8584,8389,8584,1724738,12.13
2016-08-08,8721,8731,8526,8564,1519022,11.98
2016-08-09,8555,8574,8399,8535,1755989,11.92
2016-08-10,8535,8603,8438,8497,1223206,11.95
2016-08-11,8497,8526,8273,8273,2060716,11.92
2016-08-12,8380,8672,8331,8526,3334614,12.07
2016-08-16,8603,8778,8555,8564,2291977,12.06
2016-08-17,8468,8487,8302,8331,1602647,12.0
2016-08-18,8350,8409,8283,8311,1107638,12.02
2016-08-19,8341,8341,8156,8166,1414230,12.01
2016-08-22,8146,8156,8000,8039,1311459,12.01
2016-08-23,8039,8136,7971,7981,1199172,12.0
2016-08-24,8000,8069,7883,7932,1161491,11.96
2016-08-25,7932,8039,7932,7942,1025636,11.9
2016-08-26,7942,7951,7816,7854,994515,11.85
2016-08-29,7796,7893,7747,7806,1157760,11.85
2016-08-30,7835,7961,7825,7863,905328,11.86
2016-08-31,7844,7844,7728,7737,1298817,11.83
2016-09-01,7728,7806,7669,7737,1164116,11.77
2016-09-02,7747,7757,7669,7679,1028599,11.74
2016-09-05,7776,7863,7747,7844,992249,11.8
2016-09-06,7863,7873,7796,7816,1065395,11.79
2016-09-07,7835,7932,7806,7806,1217474,11.73
2016-09-08,7835,7863,7767,7776,1125261,11.74
2016-09-09,7728,7825,7689,7786,1098645,11.76
2016-09-12,7689,7737,7649,7649,1127604,11.71
2016-09-13,7718,7737,7553,7602,1835265,11.63
2016-09-19,7533,7592,7514,7582,991142,11.57
2016-09-20,7611,7679,7523,7669,1065159,11.54
2016-09-21,7659,7679,7611,7659,735548,11.53
2016-09-22,7757,7854,7737,7757,1235825,11.57
2016-09-23,7835,7844,7747,7806,600390,11.57
2016-09-26,7776,7786,7679,7698,630040,11.56
2016-09-27,7649,7757,7602,7698,664332,11.55
2016-09-28,7718,7737,7620,7620,641557,11.51
2016-09-29,7659,7718,7640,7689,642165,11.48
2016-09-30,7611,7659,7592,7602,775929,11.44
2016-10-04,7611,7679,7611,7649,548435,11.47
2016-10-05,7620,7669,7582,7640,575487,11.36
2016-10-06,7649,7679,7592,7592,753244,11.36
2016-10-07,7582,7620,7553,7582,784393,11.38
2016-10-10,7582,7767,7572,7669,1613309,11.45
2016-10-11,7737,7747,7630,7659,630914,11.4
2016-10-12,7669,7747,7611,7737,716724,11.45
2016-10-13,7747,7757,7640,7640,665571,11.39
2016-10-14,7669,7786,7640,7786,1281761,11.41
2016-10-17,7786,7844,7728,7728,1327467,11.35
2016-10-18,7737,7786,7689,7786,579732,11.37
2016-10-19,7796,7806,7669,7669,1349723,11.34
2016-10-20,7689,7767,7640,7698,901008,11.39
2016-10-21,7718,7728,7640,7718,877475,11.44
2016-10-24,7679,7786,7679,7776,949681,11.43
2016-10-25,7786,7825,7698,7737,834454,11.44
2016-10-26,7767,7767,7523,7553,2202716,11.2
2016-10-27,7562,7630,7553,7611,549744,11.22
2016-10-28,7620,7640,7543,7553,596911,11.3
2016-10-31,7543,7572,7494,7543,936027,11.28
2016-11-01,7543,7572,7445,7514,658241,11.26
2016-11-02,7494,7494,7299,7299,1407605,11.19
2016-11-03,7299,7368,7290,7339,802833,11.0
2016-11-04,7309,7602,7299,7562,1176070,11.02
2016-11-07,7611,7620,7494,7592,836313,11.0
