date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,78800,80700,78800,80700,123105,15.03
2016-07-04,80700,81000,80000,81000,110428,14.99
2016-07-05,80500,80900,79100,79500,120769,14.87
2016-07-06,79100,79600,76500,77800,145227,14.63
2016-07-07,78700,78900,77100,78500,115216,14.63
2016-07-08,78500,79900,78000,79900,92338,14.64
2016-07-11,80500,80800,78400,79300,98350,14.44
2016-07-12,79100,83200,78500,83200,266211,14.47
2016-07-13,83600,84800,81700,82000,187606,14.36
2016-07-14,82700,89500,82700,89200,687116,15.35
2016-07-15,89100,91700,88400,91000,340467,15.6
2016-07-18,90700,91700,89500,91200,146369,15.76
2016-07-19,91200,91500,89700,89700,142311,15.67
2016-07-20,89500,91200,88500,90000,117620,15.72
2016-07-21,89700,93000,89100,92200,175842,15.9
2016-07-22,92200,92700,90500,91200,95482,15.94
2016-07-25,91200,92100,89600,90100,107827,15.97
2016-07-26,90300,92800,89800,92300,160179,16.07
2016-07-27,92400,93700,91300,92900,137510,16.01
2016-07-28,92900,92900,89700,90200,189492,16.08
2016-07-29,90200,90800,88200,89400,180494,16.31
2016-08-01,90500,93400,90200,93400,170002,16.2
2016-08-02,93400,93500,90600,91600,161631,16.21
2016-08-03,90700,92100,89900,90500,117210,16.31
2016-08-04,90900,91600,89600,91600,93934,16.1
2016-08-05,91600,94300,91200,93700,144933,16.04
2016-08-08,94100,95200,92600,93300,100296,16.11
2016-08-09,93500,93500,91000,92400,148182,16.09
2016-08-10,92000,92100,89400,90100,272976,16.33
2016-08-11,90100,90100,87500,87500,210243,16.39
2016-08-12,87900,88600,86900,87400,151264,16.48
2016-08-16,87900,88400,87200,88200,159120,16.64
2016-08-17,88200,88200,86300,87100,94889,16.68
2016-08-18,86500,87100,83600,84200,400775,16.66
2016-08-19,84200,87500,84200,87400,244891,16.78
2016-08-22,87400,88300,86300,86800,110940,16.74
2016-08-23,86800,87300,83300,85800,215844,16.43
2016-08-24,85700,86200,84200,84800,84341,16.41
2016-08-25,85400,86800,84600,86100,124690,16.47
2016-08-26,85600,86600,84600,85000,67706,16.39
2016-08-29,84500,84600,82200,82900,111360,16.27
2016-08-30,83600,85900,83300,83800,109026,16.37
2016-08-31,83300,83800,81800,82500,129135,16.32
2016-09-01,82400,82400,80800,81700,124910,16.35
2016-09-02,82500,82800,81700,82400,80902,16.29
2016-09-05,82900,87900,82900,86100,320500,16.41
2016-09-06,86700,86700,84700,85000,104199,16.17
2016-09-07,85000,86000,81900,82200,222638,15.99
2016-09-08,83700,83900,80200,81300,256833,15.92
2016-09-09,81300,81300,79200,79300,214881,15.86
2016-09-12,80200,81000,78000,78500,266085,15.46
2016-09-13,79200,79700,77300,78000,155606,15.36
2016-09-19,81400,84000,81300,83500,389751,15.56
2016-09-20,82600,82700,80300,81400,184477,15.44
2016-09-21,80800,81000,79500,80000,155328,15.5
2016-09-22,80900,81500,79100,79100,134383,15.48
2016-09-23,79900,80300,79000,79200,131879,15.4
2016-09-26,78900,78900,77400,77900,196853,15.23
2016-09-27,76700,79800,76700,79000,157199,15.16
2016-09-28,79200,79500,78200,78200,133366,15.0
2016-09-29,78500,79300,78400,79100,112648,15.0
2016-09-30,78600,78700,77800,78300,136399,15.05
2016-10-04,78100,79000,77500,77600,121697,14.94
2016-10-05,77500,77500,76000,76200,147445,14.7
2016-10-06,76200,76700,74400,74500,241129,14.59
2016-10-07,74500,75800,74100,75200,162062,14.53
2016-10-10,75900,78700,75500,78200,239458,14.52
2016-10-11,79400,80200,77700,78200,217847,14.26
2016-10-12,78800,80800,78300,80600,286877,14.79
2016-10-13,81500,81500,79400,80000,120806,14.81
2016-10-14,79800,80800,78400,79000,107301,14.89
2016-10-17,79200,79300,77500,78200,86053,14.9
2016-10-18,77900,78300,77000,77500,100544,14.92
2016-10-19,77700,78300,77300,77300,78195,14.95
2016-10-20,77400,77800,76100,76500,122770,15.01
2016-10-21,76700,78000,76700,77300,75437,15.03
2016-10-24,77600,79500,76700,79500,137728,15.17
2016-10-25,79200,79300,77800,77900,82761,15.22
2016-10-26,77000,79200,76100,79000,162309,15.25
2016-10-27,79100,80800,77300,77600,179389,15.01
2016-10-28,77600,78100,76200,78000,144073,15.09
2016-10-31,77200,78100,76700,78000,150083,15.22
2016-11-01,77100,77700,76300,77200,113932,15.29
2016-11-02,76600,77000,74800,75100,145298,15.15
2016-11-03,74600,76700,74600,76100,91485,15.12
2016-11-04,75300,78600,75300,77300,112231,15.24
2016-11-07,78200,79600,78100,79600,154529,15.52
2016-11-08,79700,79700,78700,79100,74538,15.46
2016-11-09,79800,80700,75900,78600,254941,15.77
2016-11-10,79700,80300,78800,79000,156913,15.78
2016-11-11,78500,78900,76600,76800,156513,15.72
2016-11-14,76300,77900,76300,77500,96078,15.81
2016-11-15,77000,78700,76800,76800,89089,15.77
2016-11-16,77200,79500,77200,78100,153739,15.87
2016-11-17,78200,79000,78200,78600,41221,15.97
2016-11-18,78600,79000,77300,77600,69415,15.95
2016-11-21,78000,78000,76300,76800,53500,15.87
2016-11-22,76700,77400,76600,77100,57505,15.86
2016-11-23,76700,77200,75900,76000,116320,15.76
2016-11-24,75200,76200,74700,74900,82253,15.68
2016-11-25,75100,76600,74900,76400,70011,15.8
2016-11-28,77200,80300,77100,80200,335834,16.58
2016-11-29,80100,83500,79900,83000,521605,17.81
2016-11-30,82500,82800,81100,81100,160498,17.63
2016-12-01,81200,82100,80500,81100,118570,17.54
2016-12-02,80800,80800,78600,79600,140347,17.33
2016-12-05,79400,81200,78500,80900,114347,17.39
2016-12-06,81300,83100,81000,82900,156276,17.57
2016-12-07,82500,83300,82200,82900,97668,17.67
2016-12-08,83500,84300,82200,82800,119683,17.69
2016-12-09,82900,85400,82900,83700,194870,17.93
2016-12-12,83600,84200,83400,83800,51295,17.91
2016-12-13,84000,84300,82400,83200,114124,17.78
2016-12-14,83200,84500,83200,83200,85282,17.8
2016-12-15,82700,84500,82500,84000,92274,17.85
2016-12-16,83700,85300,83300,84900,129429,17.96
2016-12-19,85700,85700,82500,82500,114767,17.96
2016-12-20,82600,83900,82600,83100,72093,18.11
2016-12-21,82800,84800,82800,84400,79643,18.22
2016-12-22,86300,87500,85000,87000,275946,18.16
2016-12-23,87400,87600,86500,87000,92536,18.14
2016-12-26,87000,87500,85400,86000,73392,17.89
2016-12-27,86000,88300,86000,87600,145578,17.96
2016-12-28,87400,88600,87100,88000,74914,17.91
2016-12-29,88000,88600,87100,88400,65485,17.97
2017-01-02,87400,87900,84700,85600,171299,17.91
2017-01-03,85700,87700,85700,87500,131408,18.03
2017-01-04,87500,88300,87200,87600,74226,18.1
2017-01-05,87600,90500,87600,89500,149276,18.31
2017-01-06,89200,91200,89200,90800,178458,18.52
2017-01-09,90800,91300,88700,90700,139019,18.45
2017-01-10,90100,90500,89100,89400,65620,18.41
2017-01-11,88700,91300,88700,91200,107932,18.65
2017-01-12,91200,91200,88800,89100,158406,18.42
2017-01-13,88800,90600,88800,89800,99864,18.44
2017-01-16,90100,90100,88200,88500,86494,18.4
2017-01-17,88300,89700,88300,89000,66666,18.44
2017-01-18,89700,90600,89100,89500,124192,18.43
2017-01-19,89800,90300,87200,88000,117857,18.41
2017-01-20,88000,89400,87100,89300,66500,18.51
2017-01-23,90100,91500,89600,90000,242353,18.4
2017-01-24,91300,92400,90600,91700,156888,18.57
2017-01-25,92500,100000,92500,99100,972100,19.59
2017-01-26,99500,101000,97200,99300,385033,19.66
2017-01-31,98800,99800,98000,99100,340659,19.69
2017-02-01,99800,102000,99200,100000,226690,19.71
2017-02-02,101000,103500,99800,102500,302935,19.92
2017-02-03,103000,104000,101000,104000,207942,20.04
2017-02-06,104500,105000,103000,104000,128140,20.15
2017-02-07,105000,106000,103500,106000,124969,20.34
2017-02-08,105000,106500,103000,105500,199144,20.43
2017-02-09,106500,110000,105500,108500,246241,20.45
2017-02-10,109500,109500,105500,105500,143035,20.54
2017-02-13,105500,107500,104000,105000,179517,20.61
2017-02-14,106000,108500,105000,107000,172043,20.72
2017-02-15,107000,108500,106500,108000,145675,20.97
2017-02-16,108500,108500,106000,108000,96329,21.0
2017-02-17,109000,110500,107000,110500,182632,21.32
2017-02-20,111000,115500,108500,114500,321280,21.68
2017-02-21,115000,118000,114000,117500,256305,22.01
2017-02-22,119500,120500,116500,120000,419467,22.54
2017-02-23,120500,125000,119500,125000,437588,22.92
2017-02-24,124500,124500,118000,120500,465200,23.13
2017-02-27,121000,123000,117000,122000,310805,23.35
2017-02-28,122000,122500,118500,120000,211656,23.59
2017-03-02,121500,124000,120500,122000,191236,23.84
2017-03-03,121000,125000,119500,125000,186984,23.89
2017-03-06,125000,127500,123500,125500,146288,24.03
2017-03-07,125500,126000,123000,124000,123768,23.98
2017-03-08,123500,126000,123000,126000,137240,24.24
2017-03-09,126500,129000,125500,129000,216067,24.44
2017-03-10,128500,129000,123000,126500,216907,24.65
2017-03-13,127000,129500,123500,129500,172956,24.94
2017-03-14,129000,130500,126500,127000,129957,25.0
2017-03-15,125500,129500,125500,129500,217822,25.5
2017-03-16,130000,130500,128000,130000,177341,25.86
2017-03-17,130000,133000,129500,132000,166557,26.06
2017-03-20,132500,133500,129000,130500,157747,25.97
2017-03-21,132000,140000,130000,138500,281795,26.44
2017-03-22,137000,141000,135000,137000,250178,26.29
2017-03-23,139000,144500,138000,142000,283864,26.45
2017-03-24,141000,145000,138500,139000,178818,26.43
2017-03-27,139500,142000,136000,138000,114698,26.48
2017-03-28,140000,141000,136500,138500,108459,26.54
2017-03-29,139000,141000,136500,139000,125389,26.47
2017-03-30,138000,140000,132500,139000,301598,26.75
2017-03-31,139500,141500,136500,136500,110435,26.73
2017-04-03,140000,140000,134500,135500,191409,26.82
2017-04-04,135500,137000,134000,135500,160545,26.9
2017-04-05,137000,137500,134000,136500,96535,26.88
2017-04-06,135500,136500,132000,132500,207423,27.17
2017-04-07,133500,138000,132500,136500,175417,27.3
2017-04-10,135000,136500,131000,131000,100811,27.31
2017-04-11,132000,134500,128500,130000,177405,27.34
2017-04-12,132000,135500,130000,134500,160573,27.6
2017-04-13,135500,139000,134000,136000,217527,27.71
2017-04-14,136000,137000,131500,132500,109959,27.68
2017-04-17,133000,134000,129000,131000,140163,27.61
2017-04-18,132000,134000,130500,133500,138796,27.9
2017-04-19,133000,135000,132500,135000,90569,28.14
2017-04-20,135000,136000,133500,134000,90079,28.41
2017-04-21,135500,143000,134500,143000,344564,29.27
2017-04-24,143000,143000,138000,139000,133923,28.95
2017-04-25,138500,141000,138000,140000,155959,29.0
2017-04-26,140000,140000,136000,137500,156897,29.07
2017-04-27,132000,133000,129000,130500,358207,29.08
2017-04-28,129500,133000,128000,131500,399190,29.05
2017-05-02,131000,132500,128000,128500,206236,29.08
2017-05-04,126000,130500,126000,129500,256099,29.23
2017-05-08,130500,131500,129000,130500,186446,29.16
2017-05-10,133000,137000,132000,134500,330724,29.23
2017-05-11,136000,137500,133500,135500,326482,29.06
2017-05-12,135000,135500,132500,133000,122519,29.17
2017-05-15,133000,133500,131000,133000,114594,29.26
2017-05-16,133500,135500,131000,131000,82055,29.36
2017-05-17,130500,131500,128000,130000,199546,29.47
2017-05-18,128500,131000,128000,128500,114967,29.55
2017-05-19,128500,130500,128000,129000,103305,29.48
2017-05-22,130000,130500,127000,128000,105476,29.47
2017-05-23,128000,132500,127500,130000,145904,29.55
2017-05-24,131500,134500,131000,133500,249702,29.49
2017-05-25,133500,134000,129000,130000,196889,29.33
2017-05-26,130500,134500,130000,133000,190223,29.34
2017-05-29,134000,139000,133000,138500,215983,29.35
2017-05-30,139500,142000,137000,138000,196513,29.13
2017-05-31,136500,137500,133000,134000,259111,28.94
2017-06-01,134500,135000,130500,131500,126848,28.91
2017-06-02,132000,135500,131500,135500,127561,28.96
2017-06-05,135500,139000,134000,135000,163086,36.17
2017-06-07,135500,141000,134000,141000,224086,36.03
2017-06-08,140000,152000,140000,151500,559166,35.99
2017-06-09,152500,159000,152000,155500,295970,36.03
2017-06-12,151000,151000,145000,147000,400911,35.74
2017-06-13,146000,154000,144500,150500,288778,35.68
2017-06-14,155000,159000,152500,154000,330246,35.63
2017-06-15,154000,161500,154000,157500,356160,35.25
2017-06-16,157500,162500,156000,157000,327854,34.98
2017-06-19,158000,163500,155000,163500,208984,34.96
2017-06-20,165000,165500,160500,161500,243381,34.81
2017-06-21,160500,164500,156500,164500,134599,34.9
2017-06-22,164500,165000,160000,161500,143603,34.83
2017-06-23,159000,162500,155500,162500,142281,34.79
2017-06-26,163500,176500,163000,175000,356493,34.91
2017-06-27,176500,177500,170500,172500,240959,34.67
2017-06-28,170500,172000,160000,161500,459122,34.06
2017-06-29,164500,165500,160000,161500,183273,34.06
2017-06-30,157500,165500,154500,165000,253514,33.94
2017-07-03,164000,164500,155500,159500,226468,33.91
2017-07-04,158500,162500,157000,157500,136616,33.83
2017-07-05,158500,163500,157500,161000,161561,33.77
2017-07-06,163500,164500,158500,159500,143851,33.8
2017-07-07,156500,160500,155500,156000,126599,33.86
2017-07-10,158000,158500,151000,157000,155554,34.07
2017-07-11,158500,160000,154000,159500,112999,34.16
2017-07-12,160000,161000,152000,153000,189951,34.2
2017-07-13,156000,163500,154000,157500,249549,34.36
2017-07-14,157500,158500,152000,153000,187435,34.51
2017-07-17,153500,159000,153500,158000,137975,34.61
2017-07-18,159000,161500,156000,160500,126490,34.57
2017-07-19,161000,164500,157000,159000,165005,34.55
2017-07-20,159500,160500,155500,158000,83950,34.63
2017-07-21,157000,162000,157000,161000,85538,34.72
2017-07-24,161000,168500,160000,167000,199829,34.78
2017-07-25,168000,169000,162000,162000,142646,34.68
2017-07-26,164000,164000,153500,157500,220657,34.53
2017-07-27,156500,166500,156000,161500,269232,34.47
2017-07-28,157500,159000,149000,150500,362399,34.36
2017-07-31,148000,152000,147000,150000,148782,34.24
2017-08-01,150000,151500,145500,149500,260794,34.06
2017-08-02,163000,165500,157000,165000,520279,34.2
2017-08-03,163500,166500,161000,162500,191514,34.15
2017-08-04,163000,165000,160000,162000,139209,34.02
2017-08-07,161000,164500,160000,160500,111340,33.9
2017-08-08,161500,164000,160500,162500,173374,33.82
2017-08-09,160000,162500,157500,159000,157114,33.68
2017-08-10,157000,164000,156500,164000,225604,33.51
2017-08-11,158500,164000,157500,161500,177345,33.57
2017-08-14,165500,166000,162000,165000,121652,33.56
2017-08-16,167000,171000,166500,168000,164781,33.6
2017-08-17,166500,169000,164500,167500,81188,33.57
2017-08-18,163000,170000,163000,170000,105161,33.65
2017-08-21,170000,174000,167000,167500,109336,33.58
2017-08-22,169500,173000,167500,172500,100307,33.54
2017-08-23,175500,180000,175000,177000,240942,33.48
2017-08-24,178500,181000,176000,177500,115229,33.43
2017-08-25,177500,179000,175500,177000,69890,33.41
2017-08-28,176000,178500,172000,172000,132620,33.25
2017-08-29,172000,179000,170000,179000,191035,33.28
2017-08-30,180500,184000,179000,184000,164708,33.23
2017-08-31,187000,188000,182000,184500,179459,33.12
2017-09-01,185000,185000,175000,178000,390118,32.74
2017-09-04,172000,180500,171500,178500,228956,32.94
2017-09-05,178500,180000,174500,176500,128390,32.81
2017-09-06,175500,178500,173000,174500,141759,32.66
2017-09-07,177000,177500,172500,173500,196709,32.44
2017-09-08,172500,176500,167500,169500,353820,31.86
2017-09-11,170500,174500,168500,171500,280892,31.68
2017-09-12,174500,176000,170000,171500,271669,31.63
