date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,105245,106225,104756,106225,130595,34.13
2016-07-04,105734,108672,105734,108672,142494,34.19
2016-07-05,108182,109162,107203,108183,145225,34.28
2016-07-06,108183,108183,103777,105246,212338,34.33
2016-07-07,106714,106714,105245,106714,79026,34.36
2016-07-08,106713,107692,101328,102308,300732,34.41
2016-07-11,102308,104756,101329,103777,314293,34.58
2016-07-12,101329,103287,100350,102798,347905,34.79
2016-07-13,103777,104267,102798,103288,146623,34.83
2016-07-14,102797,106224,102797,105735,239179,34.96
2016-07-15,114057,114546,105245,106225,871692,34.92
2016-07-18,106714,108672,105245,105735,190943,34.95
2016-07-19,106714,107204,104756,105246,158228,35.05
2016-07-20,104756,104756,102798,102798,183174,35.05
2016-07-21,102798,105735,102798,105246,178754,35.05
2016-07-22,105245,106224,104756,104756,96127,35.04
2016-07-25,105245,105735,104266,104756,113028,35.04
2016-07-26,104266,105735,104266,104756,103372,35.02
2016-07-27,104756,105735,104756,105246,92754,35.02
2016-07-28,105245,107204,104266,107204,155362,35.05
2016-07-29,106225,106714,102798,103288,324579,35.0
2016-08-01,103776,105735,103287,105735,181516,35.06
2016-08-02,105735,105735,103776,104756,136819,35.07
2016-08-03,103776,110630,103776,109651,478225,35.25
2016-08-04,110629,113567,110629,112588,460590,35.36
2016-08-05,112098,114546,111609,114057,302169,35.5
2016-08-08,113566,115525,112587,114546,230533,35.56
2016-08-09,114056,116015,113567,115036,300072,35.75
2016-08-10,115035,117483,114056,116994,320906,35.98
2016-08-11,116993,117483,116014,117483,182628,36.08
2016-08-12,117973,117973,115035,116994,206672,36.12
2016-08-16,116504,116504,113078,113078,236528,36.2
2016-08-17,113566,116993,113077,115525,221611,36.32
2016-08-18,115035,117483,113566,116504,235036,36.4
2016-08-19,116994,117483,115525,116015,151253,36.41
2016-08-22,117483,121400,117483,121400,431599,36.62
2016-08-23,121400,121889,118462,119442,172755,36.6
2016-08-24,118952,120421,116504,118463,204683,36.65
2016-08-25,118462,119441,117483,118952,101792,36.66
2016-08-26,118462,118951,116014,116504,174573,36.7
2016-08-29,116504,117483,114546,115036,133524,36.68
2016-08-30,115525,116993,113077,113567,181228,36.61
2016-08-31,114057,115525,110630,113078,347543,36.65
2016-09-01,109162,110630,105245,106225,940597,36.25
2016-09-02,103287,106714,102308,106225,712530,36.26
2016-09-05,100840,105246,99371,103288,779634,36.37
2016-09-06,104266,106714,103777,106225,460667,36.53
2016-09-07,106714,107204,103777,104267,284414,36.51
2016-09-08,104756,105246,102308,103288,387195,36.45
2016-09-09,102308,102308,100350,100350,252740,36.37
2016-09-12,95455,96336,94182,94476,639882,36.28
2016-09-13,95944,97315,95651,95847,451619,36.34
2016-09-19,95945,97315,95945,96141,265020,36.38
2016-09-20,96531,96531,94965,95259,228080,36.38
2016-09-21,95259,99371,95063,97903,467710,36.36
2016-09-22,98881,98881,96433,97413,224584,36.34
2016-09-23,97902,98392,96140,96532,325450,36.35
2016-09-26,95944,97315,95259,96434,164925,36.34
2016-09-27,95650,97119,95650,96238,201922,36.29
2016-09-28,96532,97021,95749,95749,128776,36.21
2016-09-29,96042,96630,95945,95945,171607,36.15
2016-09-30,96042,96140,93987,93987,279659,35.99
2016-10-04,94769,96238,94671,95357,239816,36.0
2016-10-05,94573,94769,93301,93497,212692,35.94
2016-10-06,93497,94476,92910,94085,183443,35.93
2016-10-07,94182,94280,93105,93693,111738,35.91
2016-10-10,93399,93399,90658,90658,351917,35.81
2016-10-11,91441,93301,91049,91637,332968,35.77
2016-10-12,92616,94867,92518,93693,414801,35.68
2016-10-13,94084,94476,92028,92714,195422,35.67
2016-10-14,92714,93399,91833,92029,135740,35.63
2016-10-17,91049,91538,90266,90462,194897,35.62
2016-10-18,90363,92419,89874,92322,171897,35.66
2016-10-19,92713,93105,91147,91539,167947,35.64
2016-10-20,91049,92322,91049,91539,173077,35.63
2016-10-21,91832,91832,90462,90658,163577,35.58
2016-10-24,90657,91245,90462,90560,191850,35.52
2016-10-25,90657,91147,90364,90364,148922,35.47
2016-10-26,90364,90364,87231,87427,312656,35.31
2016-10-27,87426,88405,87328,88112,271556,35.27
2016-10-28,91441,91735,90364,91050,595049,35.19
2016-10-31,90657,92713,90266,92322,493560,35.1
2016-11-01,92713,92713,91147,92616,277143,34.97
2016-11-02,92126,92615,91441,91441,336352,34.86
2016-11-03,91049,92714,90756,91931,187461,34.78
2016-11-04,92420,92420,91441,91735,144838,34.75
2016-11-07,92518,93007,91637,92812,241282,34.65
2016-11-08,93007,93203,92224,92812,266255,34.6
2016-11-09,93007,93301,90364,91539,428358,34.58
2016-11-10,92224,92420,91441,91735,292205,34.56
2016-11-11,91049,91343,89580,90364,214797,34.5
2016-11-14,89776,90657,89091,90266,219907,34.46
2016-11-15,90364,95259,90364,92812,533193,34.61
2016-11-16,93497,93693,92420,92714,198655,34.56
2016-11-17,92713,93301,92028,93301,245217,34.51
2016-11-18,92713,92811,90364,91441,286031,34.34
2016-11-21,91833,91931,89679,90952,162122,34.26
2016-11-22,90559,92028,90559,91539,124457,34.27
2016-11-23,90658,92028,90658,91931,96774,34.22
2016-11-24,90559,91440,88210,88308,348044,34.08
2016-11-25,87916,88993,86252,88798,234056,34.06
2016-11-28,88504,91147,88210,89581,159517,34.07
2016-11-29,89189,91441,89091,91050,158510,34.03
2016-11-30,91049,91147,90070,90364,234756,33.93
2016-12-01,89972,90364,89679,89875,133536,33.85
2016-12-02,89287,90070,88601,89385,190939,33.69
2016-12-05,88700,88798,87721,87917,211403,33.49
2016-12-06,87721,89091,87721,88015,186280,33.34
2016-12-07,87721,89385,87721,88798,197084,33.42
2016-12-08,89580,93497,89580,92518,421870,33.31
2016-12-09,92518,92616,91539,91931,272048,33.18
2016-12-12,93203,95552,93203,94280,407118,33.0
2016-12-13,94378,96336,94378,95749,306610,32.74
2016-12-14,96042,96140,94965,95651,309027,32.68
2016-12-15,95651,100350,94867,99861,519305,32.81
2016-12-16,99371,102308,98392,101819,462366,32.88
2016-12-19,101329,105735,101329,105246,493636,32.91
2016-12-20,105245,108672,104266,107693,441996,33.16
2016-12-21,107203,108182,104755,105735,365060,33.22
2016-12-22,104756,105735,103287,104267,240799,33.27
2016-12-23,103777,106714,103777,106225,226761,33.26
2016-12-26,106225,107204,105245,106225,147912,33.28
2016-12-27,106224,107204,105735,107204,127247,33.28
2016-12-28,106225,107204,104756,105246,182304,33.27
2016-12-29,104266,106714,101818,106714,182154,33.34
2017-01-02,101329,105245,99860,103777,352444,33.39
2017-01-03,103287,107693,103287,107693,279864,33.57
2017-01-04,107693,108672,105735,106225,231636,33.59
2017-01-05,106713,110140,106224,109651,230586,33.52
2017-01-06,109161,111609,108671,110630,219065,33.61
2017-01-09,111119,114056,110629,113567,295948,33.67
2017-01-10,113567,115525,112588,114057,283110,33.68
2017-01-11,113077,114057,113077,114057,172714,33.69
