date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,138736,139720,136277,137261,236956,40.91
2016-07-04,139228,144640,138244,144640,491792,40.9
2016-07-05,144640,146608,140705,141197,306541,40.82
2016-07-06,139720,142672,137261,138245,347997,40.8
2016-07-07,139228,140212,137261,137261,234711,40.74
2016-07-08,136768,137260,133817,134309,342989,40.77
2016-07-11,135293,137260,133325,136277,289253,40.75
2016-07-12,136276,137260,134309,135785,275785,40.72
2016-07-13,139229,142180,138245,140705,518017,40.8
2016-07-14,139228,144640,138244,144640,479816,40.83
2016-07-15,145131,147591,143164,144640,374927,40.9
2016-07-18,145131,146607,143656,144640,313640,40.91
2016-07-19,145131,145131,140704,143656,286648,40.92
2016-07-20,143656,146115,143164,144640,256108,40.98
2016-07-21,145132,145132,141689,142181,155118,40.98
2016-07-22,140704,147592,140704,147592,274978,41.04
2016-07-25,148084,149067,146116,148084,307115,41.14
2016-07-26,147100,149067,144148,147592,356898,41.22
2016-07-27,148083,148083,144148,145624,280082,41.24
2016-07-28,145131,146115,142672,143656,285734,41.23
2016-07-29,142672,145131,142672,143656,228996,41.25
2016-08-01,145132,149067,144148,147592,334819,41.26
2016-08-02,145131,146607,142672,143656,202340,41.25
2016-08-03,141688,142180,139229,139721,222237,41.27
2016-08-04,142672,146607,142180,144640,254422,41.36
2016-08-05,145132,147592,145132,147592,285901,41.4
2016-08-08,149067,149067,146116,148576,266843,41.5
2016-08-09,149068,150543,147592,149068,211578,41.54
2016-08-10,149068,153003,148576,152020,406730,41.69
2016-08-11,151527,151527,147592,150544,275297,41.68
2016-08-12,152511,155463,149560,149560,317182,41.71
2016-08-16,152020,155463,151528,153004,258822,41.78
2016-08-17,153004,156447,152512,155464,331006,41.84
2016-08-18,155955,157431,150544,151528,300238,41.89
2016-08-19,153004,153987,149560,153004,200981,41.94
2016-08-22,153003,153003,150052,150052,192206,41.99
2016-08-23,150051,151527,141688,143656,484782,42.02
2016-08-24,144640,146607,143164,145624,281064,42.08
2016-08-25,143164,145132,138245,140213,616813,41.96
2016-08-26,140213,141197,138245,141197,319640,41.89
2016-08-29,139720,140704,136277,136769,325427,41.79
2016-08-30,137261,140704,137261,139721,292677,41.73
2016-08-31,139228,144147,138736,143164,378415,41.78
2016-09-01,142180,146115,141196,145132,229696,41.85
2016-09-02,145131,145131,142672,144148,135072,41.83
2016-09-05,146608,148575,145624,147592,175044,41.86
2016-09-06,147100,148575,145132,147592,169752,41.87
2016-09-07,148576,151527,148084,149560,268806,41.92
2016-09-08,150051,151527,147100,148576,274917,41.89
2016-09-09,151035,151035,147592,149560,205961,41.87
2016-09-12,145132,151035,143164,150052,226075,41.85
2016-09-13,151035,152019,147592,149068,265817,41.85
2016-09-19,144148,152019,144148,151036,234524,41.88
2016-09-20,148576,150543,148084,150052,165305,41.91
2016-09-21,149560,152020,149068,152020,154430,41.97
2016-09-22,155463,155955,151528,151528,218076,42.01
2016-09-23,153496,156939,153004,156448,347947,42.05
2016-09-26,156448,158907,154972,156940,210173,42.01
2016-09-27,157431,157431,153988,154972,309651,42.04
2016-09-28,154971,155463,151036,151036,322681,41.99
2016-09-29,156448,160875,155956,158908,709327,42.04
2016-09-30,157432,160383,155464,158908,286892,42.05
2016-10-04,159891,160383,155956,156940,238725,42.04
2016-10-05,156940,159891,154972,156940,250183,42.02
2016-10-06,157923,157923,153004,153988,305783,41.96
2016-10-07,154480,155463,153004,154972,220934,41.91
2016-10-10,155956,158415,154972,155956,170513,41.86
2016-10-11,157924,160383,156940,159400,466154,41.73
2016-10-12,158907,159891,154972,155464,271573,41.63
2016-10-13,155463,156447,152512,153988,302363,41.62
2016-10-14,154971,155463,151528,152020,309760,41.61
2016-10-17,152512,154479,151528,152512,232954,41.64
2016-10-18,153004,155955,153004,154972,251719,41.66
2016-10-19,155955,156939,153988,155464,212892,41.73
2016-10-20,156940,160875,156448,158416,279670,41.74
2016-10-21,157431,158415,154480,155464,168148,41.73
2016-10-24,155464,157431,154972,156448,189005,41.69
2016-10-25,156939,156939,154972,155464,134218,41.67
2016-10-26,154971,154971,151528,152512,145225,41.67
2016-10-27,151528,153003,148084,152512,196665,41.64
2016-10-28,151036,154479,149068,153004,229868,41.64
2016-10-31,151035,152019,149068,149068,195380,41.61
2016-11-01,148084,155463,148084,153496,328031,41.56
2016-11-02,153496,156939,152512,155956,304998,41.53
2016-11-03,155955,155955,152512,153988,189904,41.49
2016-11-04,153987,154971,151036,151528,205765,41.4
2016-11-07,153495,154971,152020,152512,236293,41.38
2016-11-08,153987,154971,151528,152020,220905,41.34
2016-11-09,153003,153987,148084,150052,316813,41.29
2016-11-10,153496,158908,152512,158908,388706,41.33
2016-11-11,156940,159399,153988,156940,266907,41.25
2016-11-14,157923,157923,154972,156448,168758,41.2
2016-11-15,155464,160383,152020,158416,308801,41.12
2016-11-16,161859,161859,153988,153988,317389,41.03
2016-11-17,152512,154971,151036,153004,238735,41.03
2016-11-18,152511,153003,149560,149560,223892,40.98
2016-11-21,149560,153495,149068,149560,226009,40.98
2016-11-22,152512,156447,152512,154972,363937,40.95
2016-11-23,154480,155955,153496,155464,233776,40.96
2016-11-24,154480,155955,152512,155464,119988,40.94
2016-11-25,156447,156447,153496,153496,115483,40.93
2016-11-28,152020,153495,149560,152020,291817,40.89
2016-11-29,152020,154971,151528,153988,230185,40.84
2016-11-30,153003,153003,150052,150052,342326,40.79
2016-12-01,156939,157923,151036,151036,489019,40.68
2016-12-02,152019,153003,149068,149560,228578,40.61
2016-12-05,149560,151527,148576,149560,166087,40.6
2016-12-06,151036,151527,149560,151036,203223,40.54
2016-12-07,150543,151527,147592,149560,353094,40.48
2016-12-08,150052,152512,149068,152512,294541,40.42
2016-12-09,152511,152511,148576,149068,255488,40.34
2016-12-12,151036,152019,150544,151036,221143,40.35
2016-12-13,152020,153003,150052,152020,307409,40.36
2016-12-14,153003,153495,150052,151036,231607,40.38
2016-12-15,149560,152511,149068,152020,219994,40.35
2016-12-16,151527,152511,149560,149560,204280,40.32
2016-12-19,150543,151527,146608,146608,341475,40.21
2016-12-20,147099,148083,142180,144148,527923,40.17
2016-12-21,144639,146607,143656,144148,305823,40.2
2016-12-22,144148,146607,144148,144148,274627,40.1
2016-12-23,145131,145131,143656,144148,208683,40.08
2016-12-26,145132,148083,145132,147100,264468,40.06
2016-12-27,148084,150051,147100,149560,371563,40.09
2016-12-28,147591,148083,145624,145624,263633,40.05
2016-12-29,146115,146607,144148,144148,151133,40.06
2017-01-02,143164,146607,143164,144640,136984,40.07
2017-01-03,145132,153003,144640,152512,495719,40.11
2017-01-04,152512,154479,150544,153496,258780,40.15
2017-01-05,153495,153987,150544,151528,192465,40.09
2017-01-06,152512,156447,151036,154480,260786,40.1
2017-01-09,154480,156939,153496,156448,223453,40.09
2017-01-10,154479,155955,152512,153004,262685,40.06
2017-01-11,153004,158415,153004,156940,371278,40.12
2017-01-12,158907,161367,157924,157924,330627,40.18
2017-01-13,158908,160383,157924,159400,187750,40.21
2017-01-16,159891,161367,159400,159400,262917,40.18
2017-01-17,159891,160383,156940,159400,236743,40.15
2017-01-18,158908,159892,157432,159892,110477,40.15
2017-01-19,159892,160383,157432,159892,175012,40.16
2017-01-20,159891,160875,158908,159400,157919,40.13
