date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,100500,101500,99100,99900,276102,15.24
2016-07-04,99600,99800,98600,98800,220019,15.25
2016-07-05,98700,98700,96300,96300,415362,15.22
2016-07-06,96600,96900,94800,95000,358369,15.18
2016-07-07,95300,96400,94800,95200,206798,15.17
2016-07-08,95100,95500,94000,94800,181114,15.15
2016-07-11,95500,97100,95400,96800,195118,15.15
2016-07-12,96100,97000,95500,96500,171858,15.14
2016-07-13,96500,97500,96100,96800,133307,15.16
2016-07-14,97400,97400,96200,96200,174957,15.16
2016-07-15,96600,98800,96500,98000,245740,15.19
2016-07-18,97600,98500,97400,98400,151137,15.19
2016-07-19,98100,98500,97700,98200,127127,15.2
2016-07-20,98300,98300,96200,96500,252112,15.21
2016-07-21,96500,97600,96400,97500,121727,15.23
2016-07-22,97000,98900,97000,98200,195754,15.23
2016-07-25,98500,99300,97900,99300,139382,15.24
2016-07-26,98600,99900,98500,99500,90278,15.25
2016-07-27,99600,100000,99300,99400,93499,15.25
2016-07-28,99200,99500,97600,97700,178708,15.22
2016-07-29,97700,99000,97300,97300,190411,15.21
2016-08-01,97300,98700,97300,98200,151235,15.26
2016-08-02,97900,98400,97300,97600,100072,15.27
2016-08-03,97000,97600,96500,96600,123108,15.26
2016-08-04,96600,97200,96000,96100,166851,15.25
2016-08-05,95900,98700,95900,98300,237281,15.24
2016-08-08,98300,100000,98200,99900,206276,15.25
2016-08-09,100000,101500,99700,101000,248232,15.27
2016-08-10,101500,103000,101000,103000,348925,15.3
2016-08-11,103000,103000,101500,103000,168947,15.29
2016-08-12,102000,102000,100500,100500,254014,15.26
2016-08-16,100000,101000,100000,100000,158569,15.24
2016-08-17,100500,103000,100000,102500,239676,15.26
2016-08-18,103500,109500,103500,108000,1038485,15.3
2016-08-19,108500,108500,102500,103000,548647,15.3
2016-08-22,103000,103000,100000,102000,424665,15.32
2016-08-23,102000,102500,99800,99800,409435,15.3
2016-08-24,99800,102000,99800,101500,214227,15.32
2016-08-25,101500,103500,101000,102000,273850,15.3
2016-08-26,102000,104500,101500,103500,243619,15.27
2016-08-29,105000,106000,103500,104000,270593,15.26
2016-08-30,104500,106000,104000,105000,193059,15.26
2016-08-31,104000,105000,103000,103000,255759,15.24
2016-09-01,103500,108500,103500,106000,492360,15.25
2016-09-02,106000,106500,104500,106000,121926,15.26
2016-09-05,106000,107000,105000,106000,109461,15.26
2016-09-06,105500,106500,105500,105500,133206,15.26
2016-09-07,106000,107500,105500,106500,141049,15.27
2016-09-08,106500,107000,105000,106500,223584,15.29
2016-09-09,105500,106000,104000,105500,140895,15.3
2016-09-12,105500,107000,104500,105500,238035,15.29
2016-09-13,106000,106000,102500,103500,281413,15.27
2016-09-19,102000,105500,102000,104500,178380,15.28
2016-09-20,103000,104000,102000,103000,246608,15.25
2016-09-21,102500,105000,102000,104500,166578,15.26
2016-09-22,104000,106000,103500,103500,128119,15.24
2016-09-23,105000,106500,104500,106500,168996,15.25
2016-09-26,106500,106500,105000,105500,114669,15.23
2016-09-27,105500,105500,104000,104000,156303,15.2
2016-09-28,104000,105000,104000,104000,109950,15.2
2016-09-29,104500,106500,104000,105500,138614,15.22
2016-09-30,105500,106500,105000,105500,161905,15.21
2016-10-04,106500,107000,104500,105000,122017,15.19
2016-10-05,104500,105500,103500,104500,154536,15.18
2016-10-06,106000,109500,105500,109000,589943,15.2
2016-10-07,109000,111500,107500,110500,444270,15.21
2016-10-10,110000,110000,106500,106500,277883,15.19
2016-10-11,107500,108000,105000,106000,326732,15.21
2016-10-12,106500,106500,105000,105500,215958,15.17
2016-10-13,105500,106500,104500,105000,243023,15.18
2016-10-14,105000,107000,105000,106000,195206,15.16
2016-10-17,107000,107500,105500,106500,154355,15.17
2016-10-18,107000,109500,107000,108500,223661,15.16
2016-10-19,108500,109000,107000,108500,179631,15.13
2016-10-20,108500,110000,107500,109500,211733,15.13
2016-10-21,110000,110000,107500,107500,178011,15.1
2016-10-24,108000,111000,107500,110500,257865,15.12
2016-10-25,110500,112000,110000,111500,282473,15.12
2016-10-26,111000,111500,107500,108000,230579,15.1
2016-10-27,108500,111000,108000,110500,253803,15.11
2016-10-28,109500,111500,109500,110000,134649,15.11
2016-10-31,109500,113000,109500,110500,242369,15.09
2016-11-01,109500,110000,108000,109000,151292,15.07
2016-11-02,108500,108500,107000,108000,160405,15.05
2016-11-03,109000,109500,108000,108500,162012,15.05
2016-11-04,109500,109500,107000,107000,103253,15.04
2016-11-07,108000,108500,107500,108000,140845,15.04
2016-11-08,108000,108500,103500,104500,594858,15.08
2016-11-09,105000,106500,103500,104500,466677,15.11
2016-11-10,106500,107000,105000,105500,270581,15.14
2016-11-11,106000,111500,106000,110500,626027,15.14
2016-11-14,111500,115000,110500,115000,601144,15.2
2016-11-15,115500,115500,112500,113500,358469,15.23
2016-11-16,113000,113500,110500,112000,245094,15.24
2016-11-17,114000,117000,113500,116000,433971,15.26
2016-11-18,116000,116500,114500,115500,245149,15.26
2016-11-21,116000,116500,115000,116000,231850,15.25
2016-11-22,116500,116500,114000,114000,191412,15.25
2016-11-23,114500,117500,114500,116500,237498,15.29
2016-11-24,116500,117500,115000,116500,144261,15.29
2016-11-25,117000,117500,116000,116500,99655,15.28
2016-11-28,117000,119000,116500,116500,197452,15.29
2016-11-29,116000,118000,113500,115500,362224,15.33
2016-11-30,113500,115500,113500,114000,353036,15.34
2016-12-01,113500,116000,113500,116000,156419,15.35
2016-12-02,116000,116500,114500,116000,159498,15.34
2016-12-05,115500,117500,115500,117500,113433,15.33
2016-12-06,118000,118500,116000,117500,182793,15.3
2016-12-07,117000,117500,115000,116500,179724,15.29
2016-12-08,116500,118000,115500,118000,277023,15.28
2016-12-09,117000,117500,116000,117000,99729,15.28
2016-12-12,118000,118000,116000,117500,119165,15.29
2016-12-13,117500,118000,116000,117500,129503,15.3
2016-12-14,117000,117500,115500,116000,140863,15.3
2016-12-15,115000,117000,114500,115500,166158,15.31
2016-12-16,115000,116000,114000,115000,239544,15.33
2016-12-19,115500,115500,114000,115000,94830,15.33
2016-12-20,114500,115000,114000,115000,108007,15.32
2016-12-21,115000,115500,111000,111500,250997,15.31
2016-12-22,111500,115000,111500,114000,226361,15.31
2016-12-23,113500,115000,113000,114500,108012,15.31
2016-12-26,114000,115000,114000,114500,86784,15.29
2016-12-27,114500,116000,114500,115000,152057,15.32
2016-12-28,114000,115000,113000,113500,160852,15.36
2016-12-29,114500,114500,112500,112500,175763,15.39
2017-01-02,112000,113000,109000,110000,95590,15.4
2017-01-03,110000,111500,109000,110000,182911,15.44
2017-01-04,109500,113500,109000,113000,173929,15.48
2017-01-05,112500,113500,112500,113500,154651,15.5
2017-01-06,114000,114000,111500,112500,221279,15.52
2017-01-09,111500,113000,111000,112500,150267,15.54
2017-01-10,111500,112500,110500,110500,133638,15.54
2017-01-11,110000,113500,109500,113000,173614,15.56
2017-01-12,113000,113500,111000,111000,185644,15.56
2017-01-13,110500,112000,110500,112000,110522,15.56
2017-01-16,112000,114500,112000,112000,230305,15.59
2017-01-17,112000,115500,111500,115500,210924,15.61
2017-01-18,115000,116500,114500,115500,140215,15.64
2017-01-19,116000,116000,114000,115000,159442,15.65
2017-01-20,115000,115500,114500,114500,67007,15.64
2017-01-23,114000,115000,112000,112000,131669,15.66
2017-01-24,112000,113000,111500,111500,106103,15.66
2017-01-25,112500,113000,112000,112000,148673,15.68
2017-01-26,112000,112500,110000,110000,163306,15.67
2017-01-31,110000,112000,109500,111000,150885,15.66
2017-02-01,112000,112000,108500,109000,192440,15.65
2017-02-02,108500,110000,107500,107500,184828,15.68
2017-02-03,107500,109000,107000,108000,157630,15.67
2017-02-06,109000,110500,108500,109000,134348,15.67
2017-02-07,110000,110000,108500,110000,104583,15.67
2017-02-08,110000,111500,109500,111000,168809,15.69
2017-02-09,110500,111500,108500,109000,166341,15.71
2017-02-10,110000,111000,109000,109500,159880,15.69
2017-02-13,109500,110500,108000,110000,107622,15.69
2017-02-14,110500,111500,109000,111000,166049,15.67
2017-02-15,111000,111500,109500,109500,93586,15.66
2017-02-16,109000,109500,106500,107500,240274,15.66
2017-02-17,107000,107500,105000,106000,241903,15.64
2017-02-20,106000,106500,104500,105000,206103,15.62
2017-02-21,105500,107500,105000,107000,297162,15.62
2017-02-22,106500,107000,105500,106000,131315,15.62
2017-02-23,105500,107500,105500,106500,228168,15.61
2017-02-24,106500,107500,105000,106000,252453,15.6
2017-02-27,106500,106500,105000,105500,149353,15.57
2017-02-28,106000,108000,105000,107000,327489,15.57
2017-03-02,108500,110000,107500,109500,434457,15.57
2017-03-03,109500,109500,108000,108000,118158,15.58
2017-03-06,108000,110000,108000,108500,177876,15.57
2017-03-07,109000,109000,108000,108000,103657,15.56
2017-03-08,108000,109500,107500,108500,120006,15.57
2017-03-09,108000,109000,107500,108000,186840,15.59
2017-03-10,107500,108000,107000,107500,123406,15.61
2017-03-13,107500,109500,107000,109000,165866,15.63
2017-03-14,109000,114000,109000,114000,544362,15.67
2017-03-15,114000,115000,112500,113500,278761,15.65
2017-03-16,114000,114500,111000,111500,196476,15.66
2017-03-17,112000,114000,111500,114000,224940,15.68
2017-03-20,114500,115000,112500,113500,103453,15.66
2017-03-21,114000,114000,111000,111500,173584,15.66
2017-03-22,112000,112500,111000,111000,169997,15.65
2017-03-23,112000,113500,111500,112500,116525,15.66
2017-03-24,112000,112000,110500,111000,172601,15.65
2017-03-27,110000,110500,108500,109500,148993,15.64
2017-03-28,109500,110000,107500,108000,242734,15.64
2017-03-29,108000,108500,107500,108000,157272,15.65
2017-03-30,108500,108500,106500,107500,159757,15.65
2017-03-31,107000,109000,107000,108500,121166,15.66
2017-04-03,109000,109500,108000,109000,103823,15.64
2017-04-04,108500,109000,108000,109000,110877,15.64
2017-04-05,109500,110500,108500,110000,214017,15.65
2017-04-06,109500,110000,108000,108500,186893,15.66
2017-04-07,108000,110000,108000,109000,91255,15.67
2017-04-10,108500,109000,107500,107500,155469,15.66
2017-04-11,107500,108500,107500,107500,85085,15.65
2017-04-12,107500,109000,107500,107500,139196,15.65
2017-04-13,108000,109000,107500,109000,236664,15.64
2017-04-14,108500,109000,107500,108000,83382,15.65
2017-04-17,108000,111500,108000,110000,231990,15.66
2017-04-18,110500,111000,109500,110000,117088,15.66
2017-04-19,110000,110000,108000,109000,202113,15.65
2017-04-20,109000,109500,108000,108500,175583,15.67
2017-04-21,109000,110500,108000,109000,232822,15.67
2017-04-24,108500,110500,108500,110000,173170,15.68
2017-04-25,109500,110000,108000,108000,313811,15.63
2017-04-26,108000,109000,108000,108000,262686,15.6
2017-04-27,108000,110500,107500,110000,324914,15.62
2017-04-28,109000,111000,109000,109500,357731,15.62
2017-05-02,110000,112000,110000,110500,204218,15.63
2017-05-04,110500,113000,110500,112500,201457,15.65
2017-05-08,112500,114500,111500,114500,363671,15.7
2017-05-10,115500,117500,114000,116000,536160,15.7
2017-05-11,116500,117500,115500,116500,389766,15.7
2017-05-12,117000,118500,117000,118000,340058,15.78
2017-05-15,119500,123000,118500,123000,642789,15.9
2017-05-16,123000,123500,121000,123000,333480,15.95
2017-05-17,122500,123000,119000,119000,260288,15.93
2017-05-18,117500,119000,117000,117500,242988,15.94
2017-05-19,117500,120000,117000,119500,230244,15.94
2017-05-22,119000,119500,117000,118000,218305,15.94
2017-05-23,117500,122000,117000,120000,315764,15.95
2017-05-24,121500,122500,120500,121500,256824,15.95
2017-05-25,121500,125000,121000,124500,310850,15.94
2017-05-26,125000,126500,124000,125000,294459,15.91
2017-05-29,126000,126000,122500,123500,191085,15.89
2017-05-30,123000,123500,121500,121500,207476,15.89
2017-05-31,121500,124000,121500,122000,311328,15.87
2017-06-01,121500,124000,121500,121500,200674,15.87
2017-06-02,122000,124500,122000,122500,227539,15.9
2017-06-05,123500,124000,121000,121000,268591,15.88
2017-06-07,120000,122000,120000,120000,329795,15.92
2017-06-08,121000,121000,118500,119000,705194,16.12
2017-06-09,119000,119500,118000,119500,307816,16.17
2017-06-12,119000,121000,119000,120500,240427,16.18
2017-06-13,120000,122000,120000,121500,327052,16.2
2017-06-14,121500,122500,119000,120000,209248,16.2
2017-06-15,120000,121500,117500,118000,245254,16.21
2017-06-16,118000,118500,116000,116500,458988,16.21
2017-06-19,116500,117500,115500,116500,190836,16.22
2017-06-20,116000,117000,114500,115000,223865,16.2
2017-06-21,114500,115000,113000,114000,369104,16.19
2017-06-22,113500,116000,112500,115500,240121,16.18
2017-06-23,116000,116500,113500,114500,236341,16.22
2017-06-26,114500,115500,113500,114500,223244,16.2
2017-06-27,114000,117500,114000,116500,371936,16.26
2017-06-28,117000,117000,115000,116000,185141,16.23
2017-06-29,116500,119000,116000,118500,247826,16.23
2017-06-30,118500,119500,116000,117000,265928,16.17
2017-07-03,117500,118000,115500,117000,150881,16.19
2017-07-04,117000,119000,116500,118000,224292,16.17
2017-07-05,117500,118500,117000,118000,185971,16.16
2017-07-06,117500,119500,116500,119000,211183,16.17
2017-07-07,118000,123000,118000,122000,367070,16.15
2017-07-10,121500,127000,121500,123000,559682,16.11
2017-07-11,123500,124500,122000,123500,241812,16.06
2017-07-12,120500,122500,120000,121500,3878470,17.09
2017-07-13,122500,124000,121500,122000,635068,17.03
2017-07-14,122000,122500,120500,120500,275686,17.01
2017-07-17,121000,124000,120500,122000,406977,16.96
2017-07-18,123000,123000,121000,122500,484834,16.96
2017-07-19,123000,126000,122000,125000,381105,16.96
2017-07-20,124500,126000,124000,125500,328828,16.95
2017-07-21,125500,130000,125000,128500,628049,17.01
2017-07-24,129000,129500,127000,128000,229096,16.97
2017-07-25,128000,128000,125500,127000,250819,16.95
2017-07-26,128500,128500,123500,124000,306351,16.95
2017-07-27,125000,127000,124500,126500,236464,16.95
2017-07-28,126000,128000,125000,127000,245375,16.94
2017-07-31,126000,127000,124000,125500,254536,16.94
2017-08-01,125000,127500,124500,127500,235172,16.95
2017-08-02,127000,128500,126000,127500,216246,16.95
2017-08-03,126500,128000,123000,124000,321800,16.94
2017-08-04,123500,125000,122000,123500,197319,16.94
2017-08-07,123500,124000,122000,123000,137379,16.94
2017-08-08,122500,124500,121500,122500,297520,16.98
2017-08-09,121500,123000,121500,122000,249711,16.95
2017-08-10,122000,122500,116000,118000,548316,16.89
2017-08-11,118000,119000,116500,118000,302728,16.85
2017-08-14,119500,122500,119500,121000,311569,16.82
2017-08-16,121000,123000,120500,121500,209267,16.8
2017-08-17,121500,122000,120000,121500,226871,16.81
2017-08-18,120000,121000,118500,119500,245551,16.82
2017-08-21,119500,120000,117500,118000,173487,16.8
2017-08-22,117500,120500,117500,119500,120878,16.8
2017-08-23,119500,120000,117500,118000,144491,16.8
2017-08-24,117500,119000,117500,118500,141781,16.8
2017-08-25,119000,122000,118500,121500,172218,16.79
2017-08-28,121000,121000,117500,118000,231303,16.74
2017-08-29,117500,118500,116500,118500,192042,16.74
2017-08-30,118000,118000,115500,115500,249840,16.68
2017-08-31,116000,117000,115000,115500,195552,16.67
2017-09-01,115500,115500,112500,113000,321333,16.67
2017-09-04,111000,113000,110500,112500,164379,16.66
2017-09-05,113000,113500,110500,111500,181783,16.65
2017-09-06,112500,113000,110500,111000,288396,16.68
2017-09-07,112000,117500,111500,117000,423899,16.77
2017-09-08,117000,117000,114500,116000,225225,16.74
2017-09-11,116500,117500,114500,115000,218317,16.7
2017-09-12,116500,116500,115000,115500,164590,16.69
2017-09-13,115500,116000,113000,114500,208272,16.7
2017-09-14,114500,115500,113500,115500,247489,16.72
2017-09-15,115500,117500,115500,117000,199268,16.71
2017-09-18,116500,118500,115500,118000,220396,16.71
