date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,2800,2870,2780,2850,547296,10.78
2016-07-04,2850,2880,2770,2780,594416,10.74
2016-07-05,2800,2800,2670,2700,686240,10.8
2016-07-06,2720,2740,2670,2710,292756,10.66
2016-07-07,2710,2760,2700,2720,356450,10.7
2016-07-08,2720,2760,2660,2670,204760,10.66
2016-07-11,2700,2730,2660,2680,410736,10.67
2016-07-12,2690,2840,2680,2820,1041390,10.6
2016-07-13,2830,2980,2780,2980,1089030,10.64
2016-07-14,2980,3000,2920,2940,460520,10.54
2016-07-15,3000,3040,2900,2940,660556,10.5
2016-07-18,2940,2950,2840,2910,351556,10.42
2016-07-19,2900,2920,2820,2830,285800,10.39
2016-07-20,2820,2920,2820,2920,397140,10.36
2016-07-21,2970,2970,2860,2870,358786,10.3
2016-07-22,2840,2880,2820,2830,544040,10.23
2016-07-25,2850,2920,2820,2880,352906,10.24
2016-07-26,2850,2920,2800,2910,633616,10.24
2016-07-27,2920,3180,2870,3040,1831020,10.14
2016-07-28,3100,3100,2890,2900,1458076,9.96
2016-07-29,2910,3020,2890,3010,696916,9.91
2016-08-01,3030,3230,3000,3140,1755346,9.95
2016-08-02,3150,3190,3100,3180,586510,9.99
2016-08-03,3140,3260,3110,3190,698396,9.97
2016-08-04,3190,3230,3090,3130,426716,9.88
2016-08-05,3120,3210,3060,3170,463270,9.9
2016-08-08,3200,3210,3110,3160,413416,9.84
2016-08-09,3140,3150,3030,3060,772340,9.82
2016-08-10,3080,3080,2980,3020,583450,9.89
2016-08-11,3020,3030,2940,2940,507146,9.88
2016-08-12,2950,2980,2900,2940,425670,9.84
2016-08-16,2920,2990,2920,2960,521390,9.91
2016-08-17,2970,2980,2840,2860,985630,9.97
2016-08-18,2880,3100,2870,3080,1370726,10.44
2016-08-19,3100,3120,3030,3100,627246,10.35
2016-08-22,3130,3140,3040,3040,396810,10.31
2016-08-23,3070,3180,3040,3160,570720,10.33
2016-08-24,3180,3180,3120,3140,376980,10.26
2016-08-25,3160,3180,3070,3070,458910,10.32
2016-08-26,3090,3140,3060,3100,224780,10.3
2016-08-29,3050,3070,2950,2960,403866,10.32
2016-08-30,2970,3060,2960,2960,283126,10.36
2016-08-31,2950,3030,2880,2950,602816,10.51
2016-09-01,2930,2940,2870,2910,350520,10.47
2016-09-02,2950,2960,2880,2890,594526,10.51
2016-09-05,2940,2940,2900,2910,310656,10.58
2016-09-06,2930,2990,2890,2900,389560,10.6
2016-09-07,2910,2950,2880,2880,351230,10.56
2016-09-08,2890,2890,2830,2830,405070,10.58
2016-09-09,2840,2860,2780,2790,267500,10.6
2016-09-12,2740,2780,2720,2760,199670,10.59
2016-09-13,2780,2830,2710,2740,325556,10.61
2016-09-19,2770,2910,2740,2890,535680,10.67
2016-09-20,2900,2930,2850,2910,240430,10.6
2016-09-21,2910,2950,2860,2870,248150,10.61
2016-09-22,2900,2930,2870,2920,160156,10.61
2016-09-23,2920,2940,2870,2930,227050,10.64
2016-09-26,2940,2940,2880,2900,222016,10.65
2016-09-27,2920,2920,2840,2850,242716,10.62
2016-09-28,2850,2870,2780,2790,483540,10.58
2016-09-29,2830,2830,2770,2770,301030,10.58
2016-09-30,2770,2790,2730,2770,407796,10.58
2016-10-04,2780,2830,2770,2790,234470,10.56
2016-10-05,2790,2800,2740,2770,258336,10.58
2016-10-06,2800,2880,2750,2800,512540,10.63
2016-10-07,2820,2820,2740,2770,348236,10.64
2016-10-10,2780,2780,2720,2720,263916,10.63
2016-10-11,2770,2770,2720,2760,219890,10.62
2016-10-12,2720,2760,2690,2760,186836,10.61
2016-10-13,2760,2780,2690,2730,323030,10.59
2016-10-14,2750,2770,2730,2760,235670,10.62
2016-10-17,2760,2770,2730,2760,219606,10.59
2016-10-18,2740,2810,2740,2790,247160,10.56
2016-10-19,2820,2900,2790,2870,684910,10.51
2016-10-20,2880,2890,2840,2870,303716,10.48
2016-10-21,2880,3000,2830,3000,710346,10.55
2016-10-24,2950,2980,2900,2910,522790,10.45
2016-10-25,2900,2910,2840,2870,214140,10.44
2016-10-26,2870,2880,2780,2820,331290,10.39
2016-10-27,2840,2890,2820,2870,283116,10.37
2016-10-28,2870,2880,2780,2780,281480,10.37
2016-10-31,2820,2820,2770,2770,265036,10.37
2016-11-01,2810,2870,2770,2860,298650,10.42
2016-11-02,2840,2890,2790,2810,293346,10.37
2016-11-03,2790,2860,2780,2840,191766,10.36
2016-11-04,2830,2850,2780,2800,242336,10.33
2016-11-07,2830,2840,2800,2830,142946,10.36
2016-11-08,2840,2840,2790,2820,109116,10.36
2016-11-09,2830,2830,2620,2670,772346,10.32
2016-11-10,2710,2810,2700,2780,319116,10.31
2016-11-11,2790,2910,2770,2880,403256,10.27
2016-11-14,2860,2980,2800,2830,961516,10.2
2016-11-15,2820,2850,2760,2760,427200,10.08
2016-11-16,2770,2850,2770,2840,538780,9.92
2016-11-17,2860,2870,2820,2840,161410,9.89
2016-11-18,2840,2870,2720,2760,685620,9.75
2016-11-21,2760,2770,2720,2730,197410,9.75
2016-11-22,2750,2760,2730,2730,157650,9.7
2016-11-23,2730,2800,2730,2780,276500,9.72
2016-11-24,2800,2810,2760,2780,266760,9.7
2016-11-25,2760,2810,2760,2790,150180,9.71
2016-11-28,2790,2810,2710,2710,288996,9.62
2016-11-29,2700,2740,2620,2650,536710,9.49
2016-11-30,2650,2660,2600,2620,265780,9.44
2016-12-01,2610,2640,2560,2600,417950,9.37
2016-12-02,2580,2600,2520,2520,357120,9.31
2016-12-05,2490,2570,2490,2490,346320,9.25
2016-12-06,2500,2560,2500,2530,306940,9.25
2016-12-07,2530,2540,2460,2470,349730,9.23
2016-12-08,2490,2600,2480,2600,484816,9.17
2016-12-09,2620,2630,2570,2630,679090,8.99
2016-12-12,2640,2660,2620,2630,198436,8.91
2016-12-13,2620,2670,2620,2660,302190,8.92
2016-12-14,2700,2720,2650,2660,458230,8.76
2016-12-15,2640,2710,2640,2680,607726,8.6
2016-12-16,2690,2830,2660,2820,836976,8.72
2016-12-19,2830,2880,2800,2850,492990,8.64
2016-12-20,2850,2910,2800,2910,631396,8.59
2016-12-21,2920,2940,2870,2890,335366,8.54
2016-12-22,2890,2920,2850,2870,345916,8.53
2016-12-23,2860,2910,2850,2900,271666,8.51
2016-12-26,2930,3070,2890,3020,904116,8.45
2016-12-27,3020,3040,2970,3000,726786,8.39
2016-12-28,2950,3110,2930,3090,1198640,8.39
2016-12-29,3080,3110,3040,3090,456140,8.25
2017-01-02,3080,3190,3050,3070,938010,8.26
2017-01-03,3070,3130,3060,3080,518380,8.27
2017-01-04,3080,3100,2990,3000,544410,8.29
2017-01-05,3030,3030,2890,2980,852900,8.24
2017-01-06,2960,2970,2920,2940,424776,8.21
2017-01-09,2950,2970,2910,2970,582780,8.22
2017-01-10,2970,2970,2880,2880,527480,8.17
2017-01-11,2880,2980,2870,2940,398366,8.15
2017-01-12,2930,2970,2840,2870,633206,8.17
2017-01-13,2930,3120,2930,3070,2452920,8.26
2017-01-16,3100,3170,3020,3030,1470366,8.05
2017-01-17,3050,3090,3000,3060,622040,8.04
2017-01-18,3040,3100,3000,3060,645570,7.96
2017-01-19,3070,3090,3010,3020,515116,7.84
2017-01-20,3010,3050,2940,2940,576350,7.82
2017-01-23,2960,3070,2950,3040,609790,7.77
2017-01-24,3090,3100,3030,3070,658970,7.69
2017-01-25,3080,3140,3020,3120,850600,7.66
2017-01-26,3150,3150,3060,3080,584996,7.57
2017-01-31,3060,3180,3040,3170,914406,7.6
2017-02-01,3160,3190,3100,3160,660060,7.43
2017-02-02,3160,3160,3020,3040,669790,7.37
2017-02-03,3040,3070,2990,2990,592640,7.32
2017-02-06,2990,3050,2960,3020,408260,7.31
2017-02-07,3030,3030,2940,2960,579140,7.28
2017-02-08,2980,3070,2970,3060,409336,7.29
2017-02-09,3060,3160,3020,3130,704456,7.22
2017-02-10,3130,3150,3080,3110,510806,7.17
2017-02-13,3140,3250,3110,3220,1703050,7.29
2017-02-14,3250,3250,3090,3100,1495706,7.13
2017-02-15,3070,3160,3070,3110,964870,7.18
2017-02-16,3150,3150,3080,3110,660210,7.17
2017-02-17,3110,3110,3060,3100,587970,7.17
2017-02-20,3100,3150,3070,3150,374506,7.19
2017-02-21,3150,3200,3110,3180,598460,7.08
2017-02-22,3180,3200,3160,3180,308410,7.02
2017-02-23,3180,3180,3140,3140,303326,6.99
2017-02-24,3140,3160,3090,3120,334630,7.04
2017-02-27,3120,3170,3100,3160,288580,7.06
2017-02-28,3160,3180,3120,3160,312690,7.04
2017-03-02,3150,3180,3060,3060,480470,7.02
2017-03-03,3050,3130,3030,3070,412070,7.07
2017-03-06,3040,3100,3040,3060,355260,7.06
2017-03-07,3060,3110,3060,3090,240240,7.07
2017-03-08,3090,3150,3070,3100,315540,7.07
2017-03-09,3110,3130,3060,3080,354160,7.12
2017-03-10,3060,3130,3060,3120,274926,7.19
2017-03-13,3130,3190,3130,3160,329190,7.22
2017-03-14,3120,3200,3120,3190,445810,7.23
2017-03-15,3220,3220,3160,3180,279390,7.2
2017-03-16,3160,3240,3160,3220,427536,7.21
2017-03-17,3220,3230,3170,3230,229186,7.22
2017-03-20,3240,3250,3180,3230,282436,7.21
2017-03-21,3250,3250,3170,3170,364530,7.2
2017-03-22,3160,3220,3120,3200,264260,7.21
2017-03-23,3180,3210,3160,3170,216596,7.18
2017-03-24,3170,3220,3150,3160,421776,7.24
2017-03-27,3140,3260,3140,3250,560496,7.3
2017-03-28,3270,3300,3180,3280,513226,7.25
2017-03-29,3290,3380,3240,3290,780270,7.38
2017-03-30,3300,3390,3280,3390,753696,7.41
2017-03-31,3400,3420,3340,3370,423390,7.42
2017-04-03,3400,3520,3370,3520,666326,7.49
2017-04-04,3540,3550,3480,3520,423950,7.46
2017-04-05,3560,3570,3430,3450,564896,7.5
2017-04-06,3470,3480,3420,3460,399580,7.56
2017-04-07,3460,3600,3460,3590,744740,7.62
2017-04-10,3600,3670,3570,3590,655896,7.61
2017-04-11,3590,3740,3550,3740,1184870,7.77
2017-04-12,0,0,0,3740,0,7.77
2017-04-13,0,0,0,3740,0,7.75
2017-04-14,0,0,0,3740,0,7.75
2017-04-17,0,0,0,3740,0,7.75
2017-04-18,0,0,0,3740,0,7.75
2017-04-19,0,0,0,3740,0,7.75
2017-04-20,0,0,0,3740,0,7.75
2017-04-21,0,0,0,3740,0,7.75
2017-04-24,0,0,0,3740,0,7.75
2017-04-25,0,0,0,3740,0,7.75
2017-04-26,0,0,0,3740,0,7.75
2017-04-27,0,0,0,3740,0,7.75
2017-04-28,0,0,0,3740,0,7.75
2017-05-02,0,0,0,3740,0,7.75
2017-05-04,0,0,0,3740,0,7.75
2017-05-08,0,0,0,3740,0,7.75
2017-05-10,0,0,0,3740,0,7.73
2017-05-11,4350,4750,3890,3890,6512210,7.57
2017-05-12,3940,3940,3735,3790,1236462,7.39
2017-05-15,3710,3970,3710,3950,1289784,7.37
2017-05-16,3925,4100,3925,4020,1411554,7.37
2017-05-17,4055,4060,3975,3975,631500,7.38
2017-05-18,3915,3950,3810,3860,519478,7.37
2017-05-19,3800,3870,3760,3795,647468,7.32
2017-05-22,3785,3855,3750,3805,560956,7.29
2017-05-23,3785,3865,3765,3855,611010,7.48
2017-05-24,3865,4224,3825,4005,1377586,7.53
2017-05-25,4045,4095,3895,3905,863292,7.38
2017-05-26,3920,4020,3895,3935,581358,7.42
2017-05-29,3960,3965,3870,3890,453114,7.46
2017-05-30,3895,3950,3895,3950,325752,7.48
2017-05-31,3975,4040,3910,3925,738484,7.48
2017-06-01,3950,3965,3880,3900,272266,7.53
2017-06-02,3910,4030,3905,4030,663710,7.67
2017-06-05,4035,4050,3920,3955,511886,7.66
2017-06-07,3955,3960,3875,3890,525662,7.64
2017-06-08,3890,4940,3875,4520,10906902,7.84
2017-06-09,4480,4585,4295,4425,3378838,7.85
2017-06-12,4395,4460,4330,4440,1403354,7.82
