date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,11200,11350,11200,11250,1077481,17.94
2016-07-04,11250,11350,11200,11300,678686,17.93
2016-07-05,11250,11300,11200,11250,387688,17.92
2016-07-06,11250,11350,11100,11150,1026292,17.9
2016-07-07,11200,11250,11100,11150,709554,17.86
2016-07-08,11200,11200,10950,11050,1538877,17.86
2016-07-11,11150,11200,11050,11100,1041116,17.89
2016-07-12,11100,11250,11050,11200,1034819,17.95
2016-07-13,11250,11300,11150,11250,1175371,18.0
2016-07-14,11200,11250,11050,11050,2052729,17.83
2016-07-15,11150,11400,11100,11350,2315131,17.92
2016-07-18,11300,11450,11300,11350,828951,17.9
2016-07-19,11400,11400,11250,11350,1047038,17.88
2016-07-20,11350,11350,11100,11300,1346847,17.85
2016-07-21,11300,11400,11250,11350,995445,17.84
2016-07-22,11300,11500,11300,11450,1154876,17.81
2016-07-25,11450,11800,11400,11750,2737684,17.71
2016-07-26,11700,11900,11700,11800,1603327,17.63
2016-07-27,11850,11950,11750,11850,1909820,17.57
2016-07-28,11800,11850,11600,11700,1480578,17.49
2016-07-29,11650,11950,11600,11850,1818140,17.43
2016-08-01,11800,11900,11700,11800,1322239,17.41
2016-08-02,11750,11800,11550,11600,1024321,17.37
2016-08-03,11550,11650,11450,11500,936835,17.36
2016-08-04,11550,11600,11400,11450,1053343,17.33
2016-08-05,11400,11550,11400,11500,903082,17.37
2016-08-08,11600,11750,11550,11700,1279739,17.36
2016-08-09,11700,11850,11600,11750,1154024,17.3
2016-08-10,11750,11850,11600,11700,1019159,17.29
2016-08-11,11600,11700,11550,11550,1031735,17.27
2016-08-12,11600,11900,11600,11850,1954999,17.27
2016-08-16,11850,12000,11700,11700,744843,17.26
2016-08-17,11700,11750,11600,11750,680522,17.26
2016-08-18,11700,11750,11600,11600,953369,17.26
2016-08-19,11550,11600,11450,11550,901176,17.24
2016-08-22,11500,11550,11400,11450,1006732,17.18
2016-08-23,11450,11650,11400,11650,1080130,17.16
2016-08-24,11650,11650,11400,11500,1030321,17.09
2016-08-25,11500,11600,11400,11550,1399760,17.07
2016-08-26,11500,11550,11300,11450,1830845,17.05
2016-08-29,11450,11800,11350,11600,2886359,17.13
2016-08-30,11700,11800,11600,11650,1742561,17.11
2016-08-31,11650,11800,11650,11750,1157809,17.12
2016-09-01,11800,11900,11700,11850,1515768,17.1
2016-09-02,11850,11850,11700,11800,811941,17.08
2016-09-05,11850,11950,11800,11900,975845,17.11
2016-09-06,11900,11950,11800,11900,920541,17.12
2016-09-07,11800,12100,11800,12050,1450602,17.17
2016-09-08,12100,12150,12000,12150,1703022,17.14
2016-09-09,12100,12250,12000,12100,1102315,17.14
2016-09-12,12050,12400,11950,12300,2027254,17.13
2016-09-13,12300,12350,11900,11950,1461967,17.08
2016-09-19,11850,11900,11800,11850,834371,17.05
2016-09-20,11800,11900,11700,11900,875011,17.04
2016-09-21,11850,12050,11750,12000,870706,17.03
2016-09-22,11950,12000,11850,11900,875752,17.02
2016-09-23,11850,12050,11800,12000,909755,17.0
2016-09-26,11950,12050,11900,12050,793527,16.99
2016-09-27,12000,12150,11900,12100,724943,16.97
2016-09-28,12100,12150,12000,12100,631353,16.93
2016-09-29,12100,12200,12100,12150,756102,16.93
2016-09-30,12000,12050,11900,11950,979296,16.87
2016-10-04,12000,12050,11950,11950,730388,16.84
2016-10-05,11900,12000,11850,11900,804860,16.85
2016-10-06,11900,11950,11750,11800,933310,16.81
2016-10-07,11750,11850,11700,11750,802399,16.78
2016-10-10,11850,12200,11800,12150,1531885,16.84
2016-10-11,12200,12450,12150,12400,1799379,16.87
2016-10-12,12400,12550,12250,12450,1817203,16.87
2016-10-13,12400,12450,12200,12250,1148960,16.87
2016-10-14,12250,12450,12200,12350,1129485,16.86
2016-10-17,12450,12550,12400,12450,1190482,16.87
2016-10-18,12500,13000,12450,12850,2715221,16.88
2016-10-19,12900,13200,12800,13050,2354918,16.86
2016-10-20,13000,13200,12950,13150,897849,16.85
2016-10-21,13150,13150,13000,13050,1244731,16.84
2016-10-24,13050,13400,13000,13400,1688263,16.87
2016-10-25,13350,13500,13300,13400,1372672,16.85
2016-10-26,13350,13450,13000,13150,1436199,16.84
2016-10-27,13200,13350,13000,13100,978116,16.85
2016-10-28,13000,13100,12950,13100,832608,16.88
2016-10-31,13000,13350,13000,13200,1021766,16.88
2016-11-01,13200,13250,12900,13050,1120948,16.88
2016-11-02,13050,13100,12900,13050,1104698,16.88
2016-11-03,13050,13050,12900,12950,807202,16.84
2016-11-04,12900,13050,12900,13000,731943,16.84
2016-11-07,13050,13100,12950,13000,608034,16.84
2016-11-08,13050,13100,12950,13000,623194,16.85
2016-11-09,13050,13400,12650,12950,2824295,16.91
2016-11-10,13250,13450,13100,13350,2049419,16.91
2016-11-11,13450,13800,13350,13600,1983754,16.89
2016-11-14,13500,13550,13000,13150,1723524,16.81
2016-11-15,13150,13350,12950,13250,1323413,16.79
2016-11-16,13300,13350,13050,13150,1069734,16.75
2016-11-17,13050,13150,13000,13050,952750,16.75
2016-11-18,13150,13200,13000,13050,854669,16.77
2016-11-21,13050,13050,12900,13000,823321,16.78
2016-11-22,12950,13050,12900,12950,786267,16.79
2016-11-23,12950,13450,12900,13400,2410767,16.96
2016-11-24,13450,13550,13300,13500,1276285,17.0
2016-11-25,13500,13550,13200,13250,576389,16.98
2016-11-28,13250,13300,13100,13200,521361,16.98
2016-11-29,13150,13250,13050,13200,781228,17.02
2016-11-30,13150,13250,13050,13050,1269978,16.99
2016-12-01,13100,13300,13050,13200,1054243,16.98
2016-12-02,13250,13400,13250,13350,850787,17.0
2016-12-05,13300,13400,13200,13250,870685,16.99
2016-12-06,13350,13500,13250,13450,1023577,16.97
2016-12-07,13450,13600,13400,13550,785872,16.96
2016-12-08,13650,13900,13650,13850,1676561,16.98
2016-12-09,13750,13800,13600,13750,1010063,16.94
2016-12-12,13850,13850,13700,13800,526162,16.96
2016-12-13,13800,13800,13400,13450,1395230,16.98
2016-12-14,13450,13550,13400,13500,919096,17.02
2016-12-15,13550,13600,13400,13500,700094,17.04
2016-12-16,13550,13700,13500,13650,1356678,17.04
2016-12-19,13550,13650,13450,13500,707045,17.02
2016-12-20,13500,13550,13400,13500,553023,17.03
2016-12-21,13550,13600,13300,13350,1342233,16.99
2016-12-22,13350,13400,13200,13350,1053367,17.0
2016-12-23,13350,13500,13300,13450,992649,17.0
2016-12-26,13450,13600,13400,13600,1020738,17.0
2016-12-27,13500,13550,13400,13450,1500698,16.95
2016-12-28,13000,13200,12950,13050,1174917,16.98
2016-12-29,13000,13050,12600,12700,1703943,17.02
2017-01-02,12650,12750,12550,12600,729381,17.03
2017-01-03,12600,12750,12550,12750,1353848,17.08
2017-01-04,12700,12750,12600,12700,1417642,17.16
2017-01-05,12650,12700,12300,12400,2187491,17.22
2017-01-06,12400,12400,12250,12400,1557106,17.3
2017-01-09,12350,12400,12200,12300,1360355,17.37
2017-01-10,12300,12300,12150,12250,1194604,17.42
