date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,16255,16485,16255,16372,315231,13.59
2016-07-04,16524,17136,16371,16985,797555,13.64
2016-07-05,17136,17250,16600,16716,760118,13.59
2016-07-06,16600,16945,16179,16372,702002,13.53
2016-07-07,16639,17098,16524,16907,642556,13.62
2016-07-08,16868,16906,16447,16525,445682,13.35
2016-07-11,16752,17824,16639,17749,1420556,13.56
2016-07-12,17977,18589,17786,18284,1643947,13.37
2016-07-13,18627,18743,18092,18552,890491,13.4
2016-07-14,18397,18551,18054,18131,756330,13.26
2016-07-15,18321,18704,18207,18361,745790,13.23
2016-07-18,18589,19201,18513,19088,1246234,13.23
2016-07-19,18895,18895,18321,18667,1183830,13.25
2016-07-20,18589,19125,18513,19049,708392,13.21
2016-07-21,19125,19163,18780,19011,533980,13.37
2016-07-22,18857,19125,18665,18743,491472,13.39
2016-07-25,18895,19086,18321,18819,782963,13.43
2016-07-26,18665,19813,18665,19700,1336947,13.53
2016-07-27,19661,19737,19392,19662,837783,13.56
2016-07-28,19698,20311,19661,20235,1518719,13.61
2016-07-29,20119,20158,19698,20044,1046164,13.66
2016-08-01,20043,20158,19622,19968,569894,13.68
2016-08-02,20043,20272,19813,20274,705615,13.81
2016-08-03,20043,20081,19355,19662,826436,13.77
2016-08-04,19852,20004,19278,19471,619998,13.79
2016-08-05,19392,20655,19392,20656,1576752,14.06
2016-08-08,20961,21190,20617,20810,1108198,14.04
2016-08-09,20847,21190,20807,20962,499930,14.0
2016-08-10,20923,21153,20617,20847,471321,13.96
2016-08-11,20655,21534,20655,21497,862334,14.01
2016-08-12,21610,21840,21267,21574,753714,13.96
2016-08-16,21573,21764,21267,21344,614907,13.89
2016-08-17,21267,21650,20770,21497,755323,13.92
2016-08-18,21496,21802,21229,21574,478157,14.02
2016-08-19,21650,22032,21420,21880,675424,14.02
2016-08-22,21802,21802,21190,21344,608079,14.0
2016-08-23,21305,21764,21190,21613,494269,14.11
2016-08-24,21573,21726,21229,21613,406342,14.11
2016-08-25,21802,21879,21496,21497,385008,14.12
2016-08-26,21343,21420,20884,20962,695576,14.22
2016-08-29,20655,20923,20081,20810,963085,14.37
2016-08-30,20807,21305,20578,20694,753386,14.44
2016-08-31,20501,21343,20501,21153,995655,14.62
2016-09-01,20961,21687,20847,21650,695507,14.69
2016-09-02,21726,21802,21343,21727,511498,14.68
2016-09-05,21879,22568,21802,22531,866728,14.87
2016-09-06,22605,23027,22376,22760,782467,14.92
2016-09-07,22911,22911,22568,22798,576193,14.95
2016-09-08,22835,22950,22146,22262,832646,14.97
2016-09-09,22262,22911,22070,22568,579267,15.02
2016-09-12,21879,22376,21650,21650,701618,15.02
2016-09-13,22108,22223,21650,22225,939574,15.12
2016-09-19,21879,22146,21650,21919,645231,15.12
2016-09-20,22108,22146,21114,21230,968926,15.2
2016-09-21,21153,21153,20655,21039,922496,15.27
2016-09-22,21229,21420,20578,20656,1102329,15.29
2016-09-23,20807,20847,20119,20465,1147467,15.32
2016-09-26,20311,20425,19775,19929,1141346,15.34
2016-09-27,19813,20272,19546,19968,1061958,15.44
2016-09-28,20081,20158,19201,19355,1303492,15.36
2016-09-29,19508,19813,19392,19471,753845,15.44
2016-09-30,19278,19852,19278,19776,871742,15.47
2016-10-04,19928,19966,19546,19547,905537,15.35
2016-10-05,19546,19584,18895,19088,1164369,15.16
2016-10-06,19086,20540,18857,20465,1688492,15.17
2016-10-07,20578,20731,20004,20082,1185443,15.05
2016-10-10,18780,19622,18359,19547,2153091,15.26
2016-10-11,19468,19584,18972,19432,1072933,15.17
2016-10-12,19392,20464,19355,20312,1047823,15.05
2016-10-13,20195,20234,19775,19968,642950,14.96
2016-10-14,20655,20923,20043,20044,953140,14.89
2016-10-17,20272,20349,19698,20082,464459,14.9
2016-10-18,20081,20119,19698,19929,387135,14.91
2016-10-19,19928,19928,19316,19355,779460,14.9
2016-10-20,19355,20004,19278,19968,668096,14.93
2016-10-21,20158,20540,19813,20388,643626,14.9
2016-10-24,20464,21267,20425,21116,959647,14.94
2016-10-25,21114,21382,20884,21116,808165,14.94
2016-10-26,21114,21114,20349,20656,591564,14.89
2016-10-27,20770,20999,20387,20580,444528,14.86
2016-10-28,20807,20847,20311,20694,437596,14.77
2016-10-31,20425,20540,20004,20044,441653,14.77
2016-11-01,19889,20464,19661,20198,442905,14.72
2016-11-02,20043,20464,19775,19776,499692,14.69
2016-11-03,19852,19889,19316,19662,857876,14.58
2016-11-04,19661,19661,19163,19203,623826,14.6
2016-11-07,19584,20158,19508,19852,688140,14.7
2016-11-08,20119,20119,19508,19585,508711,14.68
2016-11-09,19584,19584,17786,18476,1898510,14.75
2016-11-10,19086,20464,19086,20312,1516273,14.88
2016-11-11,20272,21420,20004,21383,1655848,14.87
2016-11-14,21382,22759,21343,21956,1931506,14.8
2016-11-15,21458,21802,21076,21268,1258695,14.73
2016-11-16,21267,21420,20731,21268,1152483,14.45
2016-11-17,21229,21610,20884,21574,740666,14.47
2016-11-18,21267,21305,20272,20580,1394855,14.46
2016-11-21,20272,20807,20081,20541,600481,14.54
2016-11-22,20807,20884,20234,20618,466636,14.6
2016-11-23,20311,20884,20119,20541,744261,14.7
2016-11-24,20578,20807,20425,20580,495619,14.66
2016-11-25,20655,20884,20158,20312,362390,14.65
2016-11-28,20311,20349,19928,19968,352686,14.66
2016-11-29,19889,20272,19698,19738,542041,14.67
2016-11-30,19737,19852,19584,19738,533627,14.66
2016-12-01,19737,20655,19698,20465,572955,14.56
2016-12-02,20311,20655,19966,20006,293790,14.51
2016-12-05,19966,20387,19661,20121,290535,14.5
2016-12-06,20349,20770,20272,20580,454757,14.49
2016-12-07,20578,20617,19431,19509,867415,14.4
2016-12-08,19546,19698,19086,19585,947804,14.42
2016-12-09,19546,19737,19392,19471,315864,14.46
2016-12-12,19508,20349,19508,20121,625824,14.53
2016-12-13,20311,20425,19966,20198,482737,14.44
2016-12-14,20387,20425,19546,19662,881713,14.3
2016-12-15,19468,20004,19316,19968,375355,14.27
2016-12-16,20004,20195,19661,19968,549704,14.19
2016-12-19,19813,20617,19737,20006,737598,14.04
2016-12-20,20234,21305,20195,21192,1612427,14.27
2016-12-21,21190,21343,20961,20962,738495,14.19
2016-12-22,21153,21267,20770,21077,398392,14.15
2016-12-23,21229,21496,20961,21421,600836,14.04
2016-12-26,21802,21993,21037,21536,1052371,13.9
2016-12-27,21726,21917,21305,21307,1016612,13.86
2016-12-28,21190,21534,20923,21230,601305,13.9
2016-12-29,21267,21382,20807,20810,400691,13.85
2017-01-02,20847,21534,20617,21459,379991,13.85
2017-01-03,21610,22146,21305,21880,730984,13.9
2017-01-04,21956,22070,21076,21116,1026905,13.9
2017-01-05,21153,21650,21037,21574,626035,13.99
2017-01-06,21534,22338,21458,22186,1205009,14.09
2017-01-09,22338,22376,21687,21956,561762,13.95
2017-01-10,22070,22605,21956,22454,811976,13.97
2017-01-11,22491,22874,22262,22568,692591,13.95
2017-01-12,22568,22874,22376,22645,432862,13.96
2017-01-13,22605,22644,22070,22339,489332,13.95
2017-01-16,22032,22453,21802,22378,585889,14.01
2017-01-17,22299,22568,22186,22378,376028,13.98
2017-01-18,22414,22491,21840,21880,563097,13.91
2017-01-19,21956,22108,21496,21880,494477,13.91
2017-01-20,21956,22223,21573,21574,457664,13.87
2017-01-23,21534,21802,21343,21344,363952,13.9
2017-01-24,21153,21496,20961,21344,426012,13.84
2017-01-25,21573,21726,20884,20886,433633,14.03
