date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,142801,144803,142801,142802,76569,58.99
2016-07-04,143402,146006,142601,145606,117837,59.0
2016-07-05,146207,151414,146207,150213,127066,59.09
2016-07-06,150212,150212,146206,149211,122446,59.08
2016-07-07,150612,154216,149811,150813,68516,59.09
2016-07-08,150413,151414,149812,150213,73753,59.08
2016-07-11,149211,151815,148811,151014,108205,59.05
2016-07-12,152015,153818,149812,151214,127011,59.0
2016-07-13,152215,153818,149812,151815,155150,59.0
2016-07-14,150411,151012,147007,147008,165410,58.93
2016-07-15,150213,150813,141400,143403,306084,58.91
2016-07-18,143603,143803,141400,142602,150928,58.93
2016-07-19,143802,144403,141599,143803,110798,59.0
2016-07-20,143203,143603,138396,139197,201850,59.04
2016-07-21,139798,141400,139598,141000,108311,59.09
2016-07-22,141400,142602,141000,141200,90330,59.13
2016-07-25,141800,143001,141800,142201,51417,59.13
2016-07-26,142400,143001,140598,142201,57867,59.14
2016-07-27,142201,143803,142201,142602,58607,59.13
2016-07-28,143601,144003,141599,142201,98214,59.13
2016-07-29,142200,143601,141800,142201,106351,59.19
2016-08-01,142401,142802,135792,140399,145886,59.37
2016-08-02,140398,143202,139997,142802,48938,59.42
2016-08-03,142201,142802,140599,141200,49681,59.46
2016-08-04,142801,143001,140398,141600,51248,59.48
2016-08-05,142401,145205,141200,144805,55159,59.56
2016-08-08,145805,150011,145605,150012,116945,59.65
2016-08-09,151014,151615,150213,151214,168810,59.69
2016-08-10,153217,155420,152015,155220,160412,59.8
2016-08-11,156021,156021,154018,155821,76227,59.85
2016-08-12,155620,157022,155620,156622,51184,59.89
2016-08-16,157022,159826,156822,158224,112935,59.96
2016-08-17,155220,158625,155220,158224,69851,59.97
2016-08-18,158624,160426,158223,160427,92495,60.12
2016-08-19,161628,162428,159825,161228,137384,60.26
2016-08-22,160226,160826,158824,159225,80005,60.29
2016-08-23,160426,161827,159224,161428,69435,60.35
2016-08-24,161628,163030,160226,162630,71904,60.4
2016-08-25,162630,162630,160627,161028,96952,60.5
2016-08-26,159425,162028,159425,161228,75008,60.59
2016-08-29,161428,164032,160227,162230,84039,60.68
2016-08-30,162430,164433,161228,164433,70624,60.76
2016-08-31,168839,170241,165634,169240,158267,60.87
2016-09-01,169238,169638,164031,166035,90304,60.89
2016-09-02,166836,167237,164633,166436,65593,60.93
2016-09-05,168639,171242,168639,170241,51800,60.92
2016-09-06,171843,175248,166836,168839,120907,60.95
2016-09-07,168838,175047,167837,174647,87219,60.98
2016-09-08,174045,174646,170440,174046,78393,60.99
2016-09-09,170640,172242,168437,169640,83335,60.98
2016-09-12,167236,168838,166435,168238,69512,60.97
2016-09-13,170239,170439,166835,168438,69669,61.04
2016-09-19,170842,174247,169240,171443,117354,61.08
2016-09-20,171841,173644,167236,167437,109454,61.12
2016-09-21,167436,173043,167436,171242,108756,61.22
2016-09-22,173646,175048,171242,174848,112398,61.21
2016-09-23,176650,176650,172444,175849,74094,61.22
2016-09-26,176048,177050,174045,175448,42051,61.21
2016-09-27,175448,178252,173446,177051,80703,61.19
2016-09-28,177450,179253,177050,177651,54783,61.11
