date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,264500,272500,264500,268000,83502,48.81
2016-07-04,268000,270000,266000,267000,63671,48.81
2016-07-05,265500,268000,264000,264000,52659,48.8
2016-07-06,264500,265500,259500,261500,73814,48.74
2016-07-07,264000,269000,263500,264000,42158,48.74
2016-07-08,262500,264500,260000,264500,42222,48.73
2016-07-11,269500,270500,266000,270000,76075,48.69
2016-07-12,272000,274500,270000,274000,65475,48.7
2016-07-13,272000,276000,269000,272000,72606,48.72
2016-07-14,273000,273000,267500,269500,59904,48.72
2016-07-15,270000,274000,269500,272500,76710,48.75
2016-07-18,270000,273000,268000,269500,32605,48.75
2016-07-19,271000,271000,266000,268500,45146,48.77
2016-07-20,269500,270500,266000,269500,32848,48.78
2016-07-21,268500,270500,267500,268500,54596,48.77
2016-07-22,268500,271500,267000,270500,36522,48.77
2016-07-25,271500,272000,267500,271500,36592,48.8
2016-07-26,270000,272000,269000,270000,56279,48.82
2016-07-27,270500,270500,268500,269500,25043,48.81
2016-07-28,269000,271500,266500,268500,42383,48.83
2016-07-29,267000,270500,266500,266500,64381,48.83
2016-08-01,265500,279500,264500,279500,126065,48.94
2016-08-02,276000,284500,275000,282500,91042,48.97
2016-08-03,277000,279500,271500,271500,58288,48.93
2016-08-04,272000,276000,271000,274000,52266,48.89
2016-08-05,274500,277500,274000,274500,49610,48.83
2016-08-08,274500,277500,274500,275000,59696,48.8
2016-08-09,275000,281000,274500,279000,96406,48.71
2016-08-10,277000,280000,277000,279000,68269,48.67
2016-08-11,278000,281000,276000,280500,74642,48.64
2016-08-12,279000,281500,277500,278500,67361,48.58
2016-08-16,280000,280000,272000,272000,82983,48.52
2016-08-17,272000,275000,271000,272500,65687,48.49
2016-08-18,273000,279500,273000,278000,199475,48.28
2016-08-19,276000,277500,271000,271000,87904,48.26
2016-08-22,271000,271000,264000,266500,104122,48.19
2016-08-23,266500,271000,265500,269000,106895,48.11
2016-08-24,270000,271500,267500,268500,85348,48.08
2016-08-25,270000,270500,265000,266000,101695,48.03
2016-08-26,266000,267000,264000,264000,122415,47.93
2016-08-29,263000,266000,262000,264000,120573,47.88
2016-08-30,265500,270500,264000,269000,94878,47.84
