date,open,high,low,close,volume,foreign_ownership_ratio
2016-07-01,13290,13602,12755,12844,552355,7.41
2016-07-04,13156,13334,12665,12844,628720,7.4
2016-07-05,12844,12844,12086,12309,589863,7.41
2016-07-06,12086,12799,11729,12443,802486,7.43
2016-07-07,12621,12710,12219,12443,366305,7.55
2016-07-08,12398,12398,11863,11997,519313,7.55
2016-07-11,11996,12130,11461,11640,480647,7.56
2016-07-12,11818,13022,11461,11819,2132397,7.53
2016-07-13,12041,12175,11684,11685,622258,7.53
2016-07-14,11550,11684,11149,11462,804308,7.31
2016-07-15,13870,14182,11640,11774,4488531,7.25
2016-07-18,11417,11461,10971,11150,1003494,7.32
2016-07-19,10792,10971,10525,10882,855428,7.26
2016-07-20,10792,10837,9945,9990,1304129,7.14
2016-07-21,10123,10703,9945,10213,1423230,7.1
2016-07-22,10391,10614,10168,10213,437322,7.17
2016-07-25,10213,10302,10079,10124,261936,7.17
2016-07-26,10079,10079,9811,9945,338836,7.15
2016-07-27,9945,9945,9588,9678,353143,7.16
2016-07-28,9544,9990,9499,9678,264660,7.1
2016-07-29,9677,9722,9410,9455,361113,7.1
2016-08-01,9499,9722,9365,9410,306793,7.18
2016-08-02,9410,9588,9321,9455,416325,7.08
2016-08-03,6645,7510,6645,6815,27047568,0.0
2016-08-04,6868,6903,6109,6333,14197313,10.76
2016-08-05,6422,6814,6395,6583,11066578,10.88
2016-08-08,6645,6654,6324,6395,2855231,10.87
2016-08-09,6386,6484,6315,6378,1804960,10.91
2016-08-10,6404,6404,6234,6279,2189060,10.87
2016-08-11,6261,6288,6047,6101,2950131,10.89
2016-08-12,6101,6306,6092,6226,2074168,10.89
2016-08-16,6234,6243,6118,6155,1405366,10.87
2016-08-17,6154,6368,6101,6163,1614762,10.87
2016-08-18,6199,6261,6163,6181,871895,10.89
2016-08-19,6243,6243,6145,6190,733014,10.86
2016-08-22,6217,6306,6101,6172,1118667,10.9
2016-08-23,6225,6261,6109,6128,1038460,10.93
2016-08-24,6145,6172,6056,6065,857520,10.87
2016-08-25,6047,6065,5922,5932,1408275,10.85
2016-08-26,6002,6163,5726,6048,2460716,10.87
2016-08-29,6127,6350,6002,6163,2712226,10.84
2016-08-30,6225,7019,6163,6627,12888443,10.64
2016-08-31,7091,8491,6877,8322,51168100,10.83
2016-09-01,8518,8527,7884,8161,26123706,7.98
2016-09-02,7938,8518,7769,8420,22882214,7.76
2016-09-05,8500,8509,7929,8117,10696352,7.74
2016-09-06,7849,8018,7403,7626,10742393,7.76
2016-09-07,7777,8322,7697,8233,16856732,7.65
2016-09-08,7983,8322,7893,7930,8889344,7.62
2016-09-09,7965,8063,7528,7662,3926825,7.63
2016-09-12,7483,7519,6993,7136,4192507,7.63
2016-09-13,7153,7439,7001,7180,2694980,7.69
2016-09-19,7180,7180,6814,6886,2744034,7.75
2016-09-20,6841,6885,6609,6672,2536015,7.74
2016-09-21,6778,7751,6761,7225,9659520,7.64
2016-09-22,7055,7331,7010,7171,2938737,7.75
2016-09-23,7314,7474,7278,7323,2523254,7.74
2016-09-26,7911,8197,7724,7760,6447382,7.66
2016-09-27,7661,8045,7546,7823,7312343,7.65
2016-09-28,7795,7795,7590,7591,2234843,7.64
2016-09-29,7608,7706,7483,7493,1658427,7.62
2016-09-30,7492,7528,7207,7234,1907801,7.6
2016-10-04,7207,7385,7207,7252,980084,7.59
2016-10-05,7242,7260,7126,7145,865590,7.57
2016-10-06,7269,7287,7189,7207,770987,7.58
2016-10-07,7224,7224,7091,7127,1011203,7.59
2016-10-10,7162,7180,7010,7118,656280,7.6
2016-10-11,7117,7171,7073,7118,586974,7.6
2016-10-12,7135,7251,7135,7216,798450,7.62
2016-10-13,7224,7661,7162,7448,3050285,7.65
2016-10-14,7403,8473,7296,8233,14914079,7.6
2016-10-17,8072,8125,7786,7805,4395880,7.61
2016-10-18,7965,8161,7724,7769,3829284,7.56
2016-10-19,7742,7902,7626,7796,1726352,7.55
2016-10-20,8018,8027,7813,7831,1911024,7.52
2016-10-21,7893,7893,7724,7733,1204545,7.5
2016-10-24,7849,7947,7786,7840,1184158,7.5
2016-10-25,7822,7876,7688,7733,1205483,7.49
2016-10-26,7581,7590,7340,7501,1743191,7.47
2016-10-27,7439,7697,7403,7591,1041256,7.46
2016-10-28,7679,7965,7590,7787,2049033,7.44
2016-10-31,7840,8206,7644,7778,5526417,7.53
2016-11-01,7974,8161,7769,7778,2332887,7.52
2016-11-02,7849,7867,7492,7493,1503903,7.48
2016-11-03,7465,7626,7340,7457,1313394,7.49
2016-11-04,7813,7840,7546,7564,1661201,7.51
2016-11-07,7528,7608,7394,7501,877737,7.5
2016-11-08,7581,7644,7501,7528,811613,7.49
2016-11-09,7563,7608,6787,7118,3945399,7.39
2016-11-10,7269,7456,7224,7430,1573394,7.38
2016-11-11,7403,7519,7269,7439,1200202,7.38
2016-11-14,7403,7465,7224,7225,1188433,7.41
2016-11-15,6885,7064,6823,7029,2014347,7.37
2016-11-16,7010,7055,6966,7029,852737,7.33
2016-11-17,6975,7037,6752,6806,1289850,7.36
2016-11-18,6841,6948,6761,6806,706916,7.37
2016-11-21,6627,6662,6368,6440,1391735,7.41
2016-11-22,6350,6493,6101,6271,1837465,7.38
2016-11-23,6252,6466,6252,6422,950584,7.39
2016-11-24,6324,6377,6181,6199,860678,7.38
2016-11-25,6199,6805,6092,6378,2847474,7.36
2016-11-28,6431,6591,6413,6431,1005873,7.31
2016-11-29,6457,6475,6252,6297,619425,7.31
2016-11-30,6306,6529,6225,6422,635145,7.32
2016-12-01,6377,6377,5235,6065,6780951,7.29
2016-12-02,6109,6190,5985,6110,859933,7.25
2016-12-05,6092,6145,5815,6012,601054,7.27
2016-12-06,5976,6136,5976,6110,644483,7.25
2016-12-07,6332,6457,6199,6440,1445749,7.24
2016-12-08,6493,6636,6359,6547,1120693,7.23
2016-12-09,6109,6341,5788,6163,3737504,7.24
2016-12-12,6493,6493,6217,6235,1854236,7.25
2016-12-13,6172,6225,6038,6083,1505670,7.26
2016-12-14,6101,6261,6047,6110,916313,7.27
2016-12-15,6109,6315,6109,6253,983785,7.3
2016-12-16,6261,6261,6172,6199,635122,7.28
2016-12-19,6225,6225,6118,6146,425207,7.28
2016-12-20,6163,6243,6109,6163,519784,7.26
2016-12-21,6190,6324,6154,6181,884092,7.26
2016-12-22,6190,6208,6109,6110,505040,7.23
2016-12-23,6109,6109,6020,6065,610388,7.23
2016-12-26,5913,6020,5913,5923,711611,7.22
2016-12-27,5967,5976,5753,5753,1084976,7.23
2016-12-28,5753,5967,5726,5896,781578,7.27
2016-12-29,5904,6074,5895,6030,593864,7.29
2017-01-02,6074,6154,6038,6056,494276,7.36
2017-01-03,6038,6199,6011,6128,713762,7.39
2017-01-04,6181,7046,6172,6618,4620366,7.46
2017-01-05,6716,6823,6404,6547,2101828,7.41
2017-01-06,6555,6645,6493,6592,871274,7.41
2017-01-09,6520,6636,6520,6556,659958,7.42
2017-01-10,6555,6743,6484,6636,968645,7.46
2017-01-11,6654,6689,6573,6609,690277,7.46
2017-01-12,6600,7715,6547,7314,13654100,7.41
2017-01-13,7233,7617,6984,7038,5943799,7.39
2017-01-16,7073,7144,6743,6850,1773311,7.4
2017-01-17,6912,7385,6894,7154,3727756,7.31
2017-01-18,7046,7180,6957,7011,967968,7.36
2017-01-19,7117,7269,6993,7270,1197093,7.35
2017-01-20,7358,7376,7091,7162,1441032,7.29
2017-01-23,7162,7180,6966,6975,867420,7.26
2017-01-24,7135,7153,6912,6940,853836,7.26
2017-01-25,7064,7117,6912,6940,651567,7.25
2017-01-26,6957,6993,6877,6931,533766,7.24
2017-01-31,6975,6975,6823,6850,554413,7.23
2017-02-01,6850,7180,6823,7011,1640851,7.25
2017-02-02,6975,7519,6877,7216,4919930,7.25
2017-02-03,7314,7474,7153,7162,2421921,7.26
2017-02-06,7180,7331,7180,7216,912689,7.27
2017-02-07,7207,7269,7082,7127,830227,7.27
2017-02-08,7117,7242,7108,7136,666776,7.27
2017-02-09,7135,7251,7108,7162,679004,7.28
2017-02-10,7108,7305,7091,7207,1185697,7.29
2017-02-13,7260,7305,7207,7216,737676,7.29
2017-02-14,7233,7233,7010,7162,788402,7.29
2017-02-15,7189,7242,7162,7189,532212,7.29
2017-02-16,7233,7305,7189,7234,951369,7.31
2017-02-17,7358,7537,7331,7448,2392360,7.33
2017-02-20,7519,7563,7421,7448,1136137,7.33
2017-02-21,7456,7483,7376,7484,785607,7.34
2017-02-22,7492,7742,7447,7689,2253611,7.31
2017-02-23,7688,8063,7679,7796,2890541,7.24
